"රත්නපුර            
High Wind","","","","","","","","","","","","",""
"Kuruwita
1
,uj;jpdGhp","2021.10.21","5","22","","","","","5","","","","",""
"Rathnapura","","","","","","","","","","","","",""
"Eheliyagoda
Lightning","2021.10.21","1","4","","","","","1","","","","",""
"Godakawela
Lightning","2021.10.22/23","3","18","","2","","","3","","","","",""
"දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","26","107","0","2","0","0","26","0","0","0","0","0"
"පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","26","107","0","2","0","0","26","0","0","0","0","0"
"Medadumbara","2021.10.13-20","6","22","","","","","6","","","","",""
"Udunuwara","2021.10.12-16","4","20","","","","","4","","","","",""
"නුවර","","","","","","","","","","","","",""
"2
Heavy Rain
fz;b     
Minipe","2021.10.16-17","3","13","","","","","3","","","","",""
"Kandy","","","","","","","","","","","","",""
"Harispaththuwa","2021.10.14-17","2","9","","","","","2","","","","",""
"Ganga Ihala Korale","2021.09.28-10.17","2","10","","","","","2","","","","",""
