"","Lightning","2019.09.23","2","7","","","","","2","","","","",""
"","High wind","2019.09.23","2","10","","","","","2","","","","",""
"Yatiyantota","","","","","","","","","","","","","",""
"","Lightning","2019.09.24","4","18","","","","","4","","","","",""
"ක්ගල්඼","","","","","","","","","","","","","",""
"","High wind","2019.09.24","3","11","","","","","3","","","","",""
"8
Nffhiy","","","","","","","","","","","","","",""
"සබරගමුල ප඼෈ත","","","","","","","","","","","","","",""
"Warakapola","High wind","2019.09.15","4","15","","","","","4","","","","",""
"Kegalle","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","",""
"","Heavy Rain","2019.09.24","1","3","","","","","1","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","",""
"Dehiovita","","","","","","","","","","","","","",""
"","High wind","2019.09.23","1","4","","","","","1","","","","",""
"Kegalle","High wind","2019.09.23","2","9","","","","","2","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","19","77","0","0","0","0","19","0","0","0","0","0"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","19","77","0","0","0","0","19","0","0","0","0","0"
"පුත්ත඼ම    
Wanathavilluwa","Heavy Rain","2019.09.25","18","64","","","","","3","","","","",""
"ලයඹ ප඼෈ත 
9
Gj;jsk;","","","","","","","","","","","","","",""
"tlNky; 
Dankotuwa
Puttalam","Heavy Rain","2019.09.25","6","16","","","","","3","3","","","",""
"khfhzk;   North","","","","","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","24","80","0","0","0","0","6","3","0","0","0","0"
"Western","","","","","","","","","","","","","",""
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","24","80","0","0","0","0","6","3","0","0","0","0"
"මුළු එකතුල   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","35628","138993","1","7","0","74","2608","51","4","79","10786","44268"
"","","","","","ර෈ජක෈රි භ෈ර නිළධ෈රි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
