"Matara","","72","288","","","","","","","","","",""
"මාතර        
Dondra","","959","3975","","","","","","","","","",""
"8
Drought","2019.03.01","","","","","","","","","","","",""
"දකුනු පලාත      
khj;jiw Matara","","","","","","","","","","","","",""
"Malimbada","","45","180","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","",""
"Hakmana
Southern","","116","434","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1192","4877","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","1192","4877","0","0","0","0","0","0","0","0","0","0"
"ගම්පහ","","","","","","","","","","","","",""
"9
Diulapitaiya
Drought
fk;g`h","2019.03.14","4057","13520","","","","","","","","","",""
"Western","","","","","","","","","","","","",""
"Gampaha
Nky; khfhzk","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total
බස්නාහිර පලාත","","4057","13520","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","4057","13520","0","0","0","0","0","0","0","0","0","0"
"ලපාලලාන්නරුව 
Dimbulagala","2019.04.03","954","2962","","","","","","","","","",""
"උතුරුමැද 
10
Drought","","","","","","","","","","","","",""
"nghyd;dWit","","","","","","","","","","","","",""
"Walikanda
පලාත/tlkj;jpa","","260","1075","","","","","","","","","",""
"Polonnaruwa","","","","","","","","","","","","",""
"khfhzk;/ North","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1214","4037","0","0","0","0","0","0","0","0","0","0"
"Central/","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","1214","4037","0","0","0","0","0","0","0","0","0","0"
"මඩකලපුව 
Eravur town","2019.03.31","1","5","","","","1","","","","","",""
"11
Drought
kl;lf;fsg;G","","","","","","","","","","","","",""
"නැලගනහිර","","","","","","","","","","","","",""
"Manmunal North","2019.03.30","1","6","","","","","1","","","","",""
"Batticaloa","","","","","","","","","","","","",""
"පලාත/fpof;F/","","","","","","","","","","","","",""
"දිස්ික් එකතුව    khtl;l $l;Lj;njhif  District Total
Eastern/","","2","11","0","0","0","1","1","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","2","11","0","0","0","1","1","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","32583","112771","0","0","0","1","14","0","0","2","13","58"
"","","","","රාජකාරි භාර ිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
