"","","Imbulpe","","","18","68","1","","","","17","","","","",""
"","","Balangoda","","","16","68","","","","","16","","","","",""
"","","Kolonna","","","8","27","","1","","","8","","","","",""
"","","Kalawana","","","1","2","","","","","1","","","","",""
"","","Kuruvita","","","2","5","","","","","2","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","",""
"","","Opanayaka","","","19","70","","","","","19","","","","",""
"6",",uj;jpdGhp","","High Wind","2022.12.07-08","","","","","","","","","","","",""
"","Rathnapura","Rathnapura","","","127","552","","2","","","127","","","","",""
"ස්ත්‍බරගමුව පලාත","","Nivithigala","","","4","16","","","","","4","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","","Kahawaththa","","","7","23","","","","","7","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","","Pelmadulla","","","6","26","","","","","6","","","","",""
"","","Godakawala","","","5","22","","","","","5","","","","",""
"","","Weligapola","","","12","43","","","","","12","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","225","922","1","3","0","0","224","0","0","0","0","0"
"","කෑගල්ල","","","","","","","","","","","","","","",""
"7","","Dehiovita","High Wind","2022.12.07","1","4","","","","","1","","","","",""
"","Nffhiy  Kegalle","","","","","","","","","","","","","","",""
"","","","","","1","4","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","226","926","1","3","0","0","225","0","0","0","0","0"
"","යාපනය","","","","","","","","","","","","","","",""
"8","","Kayts","Cyclone","2022.12.08","1","3","","","","","1","","","","",""
"උතුරු පලාත tl","aho;g;ghzk; Jaffna","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","",""
