"Pathahevahata","Heavy Rain","2024.05.20","2","7","","","","","2"
"Thumpane","Heavy Rain","2024.05.20","2","10","","","","","2"
"Gangawata Korale","High wind","2024.05.20","1","4","","","","","1"
"Pasbage","Tree fallen","2024.05.20","2","9","","","","","3"
"Minipe","Heavy Rain","2024.05.20","2","8","","","","","2"
"Delthota","Tree fallen","2024.05.20/21","3","14","","","","","3"
"13
නුවර/fz;b/Kandy","","","","","","","","",""
"මධ්‍යම","","","","","","","","",""
"Pujapitiya","Heavy Rain","2024.05.20","1","5","","","","","1"
"පලොත/kj;jpa","","","","","","","","",""
"Kundasale","Heavy Rain","2024.05.20","1","6","","","","","1"
"khfhzk;/ Central","","","","","","","","",""
"Hatharaliyadda","Heavy Rain","2024.05.20/21","6","29","","","","","1"
"Madadumbara","High wind","2024.05.20","1","4","","","","","1"
"Udunuwara","Highwind","2024.05.20/21","1","4","","","","","1"
"Uduumbara","High wind","2024.05.20","1","1","","","","","1"
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","23","101","0","0","0","0","19"
