"","","","Imbulpe","Drought","2023.06.26","62","246","","","","","","","","","","","","","Providing Drinking"
"","1",",uj;jpdGhp","","","","","","","","","","","","","","","","","",""
"සබරෙමුෙ පලාත","","","","","","","","","","","","","","","","","","","","Water"
"","","Rathnapura","Weligepola","Drought","2023.06.15","1635","5487","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","1697","5733","0","0","0","0","0","","0","0","","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","1697","5733","0","0","0","0","0","","0","0","","0","0","0",""
"","","","Kinniya","","","170","408","","","","","","","","","","","","",""
"","","","Seruwila","","","1283","4323","","","","","","","","","","","","",""
"","","","Kuchcweli","","","987","3219","","","","","","","","","","","","",""
"","","ත්‍රීකුණාමලය","","Drought","2023.07.28","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","Providing Drinking"
"","2","jp.kiy","Werugal","","","19","55","","","","","","","","","","","","",""
"නැවෙනහිර පලාත","","","","","","","","","","","","","","","","","","","","Water"
"","","Trincomalee","","","","","","","","","","","","","","","","","",""
"fpof;F","","","Mutthur","","","237","779","","","","","","","","","","","","",""
"Eastern Province","","","","","","","","","","","","","","","","","","","",""
"","","","Gomarankadawela","","","50","195","","","","","","","","","","","","",""
"","","","Seruwila","High Wind","2023.08.03","1","2","","","","","1","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","2747","8981","0","0","0","0","1","","0","0","","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","2747","8981","0","0","0","0","1","","0","0","","0","0","0",""
"","","පුත්තලම","","","","","","","","","","","","","","","","","",""
"","3","Gj;jsk;","Wanathavilluwa","Drought","2023.08.01","60","215","","","","","","","","","","","","",""
"ෙයඹ පලාත","","","","","","","","","","","","","","","","","","","",""
"","","Puttalam","","","","","","","","","","","","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","5861","19208","0","0","0","0","3","","0","0","","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","5861","19208","0","0","0","0","3","","0","0","","0","0","0",""
"","","","Delft","","2023.06.15","1038","3146","","","","","","","","","","","","",""
"","","","Kayts","","2023.06.20","568","1880","","","","","","","","","","","","",""
"","","යාපනය","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","Providing Drinking"
"","4","aho;g;ghzk;","Chavakachcheri","Drought","2023.05.04","3185","11760","","","","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","","","","","","Water"
"","","Jaffna","","","","","","","","","","","","","","","","","",""
"tl khfhzk;","","","Maruthankerny","","2023.06.15","956","3067","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","","","","","","",""
"","","","Chankanai","","2023.06.15","15967","49260","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","21714","69113","0","0","0","0","0","","0","0","","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","21714","69113","0","0","0","0","0","","0","0","","0","0","0",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","26158","83827","0","0","0","0","1","","0","0","","0","0","0",""
