"Walallawita","2024.07.14/15","9","36","","","","","9","","","","","",""
"Agalawatta","","2","4","","","","","2","","","","","",""
"","2024.07.15","","","","","","","","","","","","",""
"Bandaragama","","1","4","","","","","1","","","","","",""
"කළුතර","","","","","","","","","","","","","",""
"Ingiriya","","9","40","","","","","6","","","","","",""
"6
2024.07.14/15
fSj;Jiw","","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","",""
"Horana","2024.07.13/15","3","11","","","","","3","","","","","",""
"Kalutara","","","","","","","","","","","","","",""
"Nky; khfhzk","","","","","","","","","","","","","",""
"බසර ොහිර පලොත
Beruwala","","4","17","","","","","4","","","","","",""
"Bulathsinhala","2024.07.15","2","9","","","","","2","","","","","",""
"Kaluthara","2024.07.15","3","9","","","","","3","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","33","130","0","0","0","0","30","0","0","0","0","0",""
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","33","130","0","0","0","0","30","0","0","0","0","0",""
"අම්පොර","","","","","","","","","","","","","","02 Persons have gone"
"mk;ghiw    
8
Addalachchenai
Boat Missing","2024.07.13","","","","","2","","","","","","","","to sea for fishing"
"","","","","","","","","","","","","","","activities"
"Ampara","","","","","","","","","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","0","0","0","0","2","0","0","0","0","0","0","0",""
"ැනග හිර පලොත","","","","","","","","","","","","","",""
"ත්‍රීකුණොමලය 
fpof;F","","","","","","","","","","","","","",""
"Muthur
High wind
jp.kiy 
Eastern","2024.07.15","1","4","","","","","1","","","","","",""
"Trincomalee","","","","","","","","","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","1","4","0","0","0","0","1","0","0","0","0","0",""
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","1","4","0","0","2","0","1","0","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","8414","26452","0","1","2","0","53","1","0","2","4","21",""
