"මධ්‍යම","","","","","","","","","","","","",""
"පලාත/kj;jpa","","","","","","","","","","","","",""
"khfhzk;/ Central","","","","","","","","","","","","",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","8","28","0","0","0","0","6","0","0","0","0","0"
"කුරුනෑගල","","","","","","","","","","","","",""
"වයඹ 
5
Alawuwa
Heavy Rain
FUdhfy","2023.10.24","1","3","","","","","1","","","","",""
"පලාත/tlNky; 
Kurunegala","","","","","","","","","","","","",""
"khfhzk;/ North","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","1","3","0","0","0","0","1","0","0","0","0","0"
"Western","","","","","","","","","","","","",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","1","3","0","0","0","0","1","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","1791","6848","0","0","0","24","957","0","0","9","214","732"
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
