"","Weather Forecast for Main Cities","","","","28-Mar-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","25","90","45","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","31","25","95","70","Several spells of light showers"
"Colombo","33","26","90","60","Showers or thundershowers are likely after 2.00p.m"
"Galle","32","25","95","75","Showers or thundershowers after 2.00p.m"
"Jaffna","33","24","90","60","Mainly fair"
"Kandy","30","24","95","50","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","21","13","95","65","Showers or thundershowers after 2.00p.m"
"Ratnapura","34","24","95","45","Showers or thundershowers after 2.00p.m"
"Trincomalee","32","26","90","65","A few showers"
"Mannar","32","25","90","65","Mainly fair"
