"","Karuwalagaswewa","2024.05.17
Heavy Rain /High","1","2","","","","","1","","","","","",""
"","Madampe","Wind
2024.05.18","1","1","","","","","1","","","","","",""
"","Mahakumbukkadawala","","4","11","","","","","","","","","","",""
"","Mundalama","","101","343","","","","","","","","","","",""
"පුත්තලම","","","","","","","","","","","","","","",""
"7","","Flash Flood","","","","","","","","","","","","","1. Puttalam South (02)"
"වයඹ පලොත  
Gj;jsk;  Puttalam","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","2."
"tlNky; khfhzk","Puttalama","2024.05.19","4582","18497","","","","","1","","","4","340","1140",""
"","","","","","","","","","","","","","","","Palaviya (01)"
"North Western","","","","","","","","","","","","","","","3.Mullipuram (01)"
"","Chilaw","Heavy Rain /Wind","4","17","","","","","4","","","","","",""
"","Arachchikattuwa","","66","256","","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","4759","19127","0","0","0","0","7","1","0","4","340","1140",""
