"","Weather  Forecast for Main Cities","","","","20-Nov-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","24","95","65","Several spells of showers"
"Batticaloa","30","25","95","70","Several spells of showers"
"Colombo","32","24","90","70","Showers or thundershowers after 2.00p.m"
"Galle","31","25","95","70","Showers or thundershowers after 2.00p.m"
"Jaffna","30","24","90","75","Showers or thundershowers at times"
"Kandy","33","21","95","65","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","20","12","90","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","34","24","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","25","95","75","Several spells of showers"
"Mannar","31","26","95","75","Several spells of showers"
