"","","Navithanveli","","","5","20","","","","","5","","","","",""
"","","Damana","","","9","29","","","","","9","","","","",""
"","","Ampara","","","21","80","","","","","20","1","","","",""
"","අම්පාර","Padiyathalawa","","","2","5","","","","","2","","","","",""
"4","mk;ghiw","","High Wind","2022.12.07-08","","","","","","","","","","","",""
"","Ampara","Thirukkovil","","","1","5","","","","","1","","","","",""
"","","Sammanthurai","","","6","22","","","","","6","","","","",""
"","","Karaitivu","","","3","12","","","","","3","","","","",""
"","","Uhana","","","83","286","","","","","83","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","130","459","0","0","0","0","129","1","0","0","0","0"
"","","Porativu Pattu","","","12","45","","","","","12","","","","",""
"","","Eravur Pattu","","","4","13","","","","","4","","","","",""
"","","Manmunai North","","","7","29","","","","","7","","","","",""
"","ඩකලපුව","","","","","","","","","","","","","","",""
"","","","High Wind & Heavy","","","","","","","","","","","","",""
"5","kl;lf;fsg;G","Manmunia South","","2022.12.08","7","20","","","","","7","","","","",""
"","","","rain","","","","","","","","","","","","",""
"","Batticaloa","","","","","","","","","","","","","","",""
"","","Manmunai South West","","","3","14","","","","","3","","","","",""
"නැමගනහිර පලාත","","","","","","","","","","","","","","","",""
"","","Manmunai Pattu","","","6","29","","","","","6","","","","",""
"fpof;F","","","","","","","","","","","","","","","",""
"Eastern","","Manmunai West","","","5","23","","","","","5","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","44","173","0","0","0","0","44","0","0","0","0","0"
"","","Padavisiripura","","","17","60","","","","","17","","1","","",""
"","","Thambalagamuwa","","","17","57","","","","","16","","1","","",""
"","","Kuchchaveli","","","17","66","","","","","15","1","1","","",""
"","","Gomarankadawala","","","8","29","","","","","8","","","","",""
"","","Town & Gravats","","","11","34","","","","","6","4","3","","",""
"","ත්‍රීකුණා ලය","","High Wind & Heavy","","","","","","","","","","","","",""
"","","Kanthale","","2022.12.08-09","12","42","","","","","8","4","","","",""
"","","","rain","","","","","","","","","","","","",""
"","jp.kiy","","","","","","","","","","","","","","",""
"","","Morawewa","","","7","26","","","","","7","","","","",""
"","Trincomalee","","","","","","","","","","","","","","",""
"","","Muthur","","","1","7","","","","","1","","","","",""
"","","Seruwela","","","1","1","","","","","1","","","","",""
"","","Kinniya","","","2","9","","","","","2","","","","",""
"","","Verugal","","","3","12","","","","","3","","","","",""
"","","Town & Gravats","Boat Capsized","2022.12.08","","","","","1","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","96","343","0","0","1","0","84","9","6","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","270","975","0","0","1","0","257","10","6","0","0","0"
"","","Imbulpe","","","1661","5762","1","7","","","1630","","","","",""
"","","Balangoda","","","78","278","","","","","78","","","","",""
"","","Kolonna","","","79","294","","1","","","78","","","","",""
"","","Kalawana","","","13","51","","","","","13","","","","",""
"","","Kuruvita","","","30","114","","","","","30","","","","",""
"","","Opanayaka","","","34","123","","","","","34","","","","",""
"","","Rathnapura","","","743","2988","","2","","","743","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","",""
"","","Nivithigala","","","7","30","","","","","7","","","","",""
"7",",uj;jpdGhp","","High Wind","2022.12.07-11","","","","","","","","","","","",""
"","","Kahawaththa","","","14","55","","","","","14","","","","",""
"","Rathnapura","","","","","","","","","","","","","","",""
"","","Pelmadulla","","","55","204","","","","","53","","","","",""
"","","Weligapola","","","25","92","","","","","25","","","","",""
"","","Godakawala","","","21","86","","1","","","21","","","","",""
"","","Kalthota","","","11","48","","","","1","10","","","","",""
"ස්ත්‍බරගමුව පලාත","","Eheliyagoda","","","4","10","","","","","4","","","","",""
"rg;ufKt","","Elapatha","","","3","7","","","","","3","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","","Embilipitiya","","","29","99","","","","1","28","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2807","10241","1","11","0","2","2771","0","0","0","0","0"
