"මධ්‍යම පලාත","","","","","","","","","","","","",""
"kj;jpa khfhzk","","","","","","","","","","","","",""
"Central","","","","","","","","","","","","",""
"නුවර              
Akurana","Drinking water scarcity 
2023.08.25","","","","","","","","","","","",""
"fz;b       
18","due to prevailing dry","4020","12915","","","","","","","","","",""
"Kandy
Deltota","weather condition
2023.08.23","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","4020","12915","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","10852","36435","0","0","0","0","0","0","0","0","0","0"
"ගපාගලාන්නරුව","Drinking water scarcity","","","","","","","","","","","",""
"උතුරුමැද පලාත 
nghyd;dWit 
19
Dimbulagala","due to prevailing dry 
2023.08.18","35","150","0","0","0","0","0","0","0","0","0","0"
"tlkj;jpa 
Polonnaruwa","weather condition","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total
North Central","","35","150","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","35","150","0","0","0","0","0","0","0","0","0","0"
"කළුතර","Drinking water scarcity","","","","","","","","","","","",""
"20
Agalawatta
fSj;Jiw","due to prevailing dry 
2023.08.17","370","1324","","","","","","","","","",""
"Western","","","","","","","","","","","","",""
"Kalutara","weather condition","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත
දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","370","1324","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","370","1324","0","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","79741","279892","0","0","0","0","15","0","0","0","0","0"
