"Thirappane","High Wind / Rain","2025.05.17","4","16","","","","","4","","","","",""
"Galenbindunuwewa","High Wind","2025.05.17","2","9","","","","","2","","","","",""
"අනුරාධ්‍පුර","","","","","","","","","","","","","",""
"7
m.Guk; 
උතුරුමැද පලාත 
Kebithigollewa","High Wind","2025.05.17","4","13","","","","","4","","","","",""
"tlkj;jpa 
Anuradhapura","","","","","","","","","","","","","",""
"Horowpothana","High Wind / Rain","2025.05.17-18","26","90","","","","","26","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"North Central
Mihinthale","High Wind","2025.05.17","1","2","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","37","130","0","0","0","0","37","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","37","130","0","0","0","0","37","0","0","0","0","0"
"Walallawita","","2025.05.18","","","","","","","","","1","","",""
"කළුතර","","","","","","","","","","","","","",""
"8
fSj;Jiw 
Agalawatta","High Wind","2025.05.18-19","7","24","","","","","7","","","","",""
"Western","","","","","","","","","","","","","",""
"Kalutara","","","","","","","","","","","","","",""
"Nky; khfhzk  
Mathugama","","2025.05.18","2","7","","","","","2","","","","",""
"බස්ත්‍රනාහිර පලාත","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","9","31","0","0","0","0","9","0","1","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","9","31","0","0","0","0","9","0","1","0","0","0"
"්මානරාගල","","","","","","","","","","","","","",""
"nkhdwhfiy 
9
Wellawaya","High Wind / Rain","2025.05.19","1","3","","","","","1","","","","",""
"ඌව","","","","","","","","","","","","","",""
"Moneragala","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total
Uva","","","1","3","0","0","0","0","1","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","1","3","0","0","0","0","1","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","108","398","5","0","1","0","104","1","6","0","0","0"
