"Walallawita","2024.07.14/15/17","13","50","","","","","13","","1","","",""
"Agalawatta","","2","4","","","","","2","","","","",""
"","2024.07.15","","","","","","","","","","","",""
"Bandaragama","","1","4","","","","","1","","","","",""
"Ingiriya","2024.07.13/15","9","40","","","","","6","","","","",""
"කළුතර","","","","","","","","","","","","",""
"4
fSj;Jiw    
Horana","High wind
2024.07.13/15/18","11","39","","","","","9","","","","",""
"Western","","","","","","","","","","","","",""
"Kalutara","","","","","","","","","","","","",""
"Nky; khfhzk","","","","","","","","","","","","",""
"Beruwala","2024.07.13/15/17","11","44","","","","","11","","","","",""
"බස්ත්‍ර ොහිර පලොත","","","","","","","","","","","","",""
"Bulathsinhala","2024.07.15/17","13","38","","","","","7","","","","",""
"Palindanuwara","2024.07.15","1","2","","","","","1","","","","",""
"Kaluthara","2024.07.15/17","5","16","","","","1","4","","1","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","66","237","0","0","0","1","54","0","2","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","66","237","0","0","0","1","54","0","2","0","0","0"
"අම්පොර","","","","","","","","","","","","","02 Persons have gone"
"mk;ghiw    
5
Addalachchenai","Boat Missing
2024.07.13","","","","","2","","","","","","","to sea for fishing"
"ැනග හිර පලොත","","","","","","","","","","","","",""
"","","","","","","","","","","","","","activities"
"Ampara","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","",""
