"","","Ehaliyagoda","2018.05.12","16","52","","","","","","","","1","3","10",""
"","","","ගල් නපරලීම්","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","R/Madyakanda Tamil"
"","","","","","","","","","","","","","","","","School &"
"","","Balangoda","","35","130","","","","","30","","","2","5","24",""
"","","","","","","","","","","","","","","","","Madyakanda Estate"
"","","","","","","","","","","","","","","","","Hospital"
"","","රත්නපුර","දැඩි සුලග සහ දැඩි","","","","","","","","","","","","",""
"","","Imbulpe","","23","78","","","","","23","","","","","",""
"","8",",uj;jpdGhp","වර්ෂාව/fLk;","","","","","","","","","","","","",""
"","","","kioAk;","","","","","","","","","","","","","One person died due"
"","","Rathnapura
Nivithigala","2018.06.11","1","5","1","","","","","","","","","",""
"","","","fhw;Wk;/Heavy","","","","","","","","","","","","","to fallen of tree"
"සබරගමුව","","","Rain and High","","","","","","","","","","","","",""
"","","Godakawela","","6","24","","","","","6","","","","","",""
"පලාත/rg;uf","","","Wind","","","","","","","","","","","","",""
"Kt/","","Kahawaththa","","11","46","","","","","10","","","","","",""
"Sabaragam","","","","","","","","","","","","","","","",""
"","","Opanayaka","","117","370","","","","1","40","","","","","",""
"uwa/","","","","","","","","","","","","","","","",""
"","","Kalawana","","10","26","","","","","10","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","219","731","1","0","0","1","119","0","0","3","8","34",""
"","","Kegalle","2018/06/08,10","3","12","","","","","4","","1","","","",""
"","","Ruwanwella
කෑගල්ල","6/8/2018","1","2","","","","","","1","","","","",""
"","9","","Tree Fallan","","","","","","","","","","","","",""
"","","/Nffhiy/Kegalle
Mawenella","6/10/2018","2","11","","","","","2","","","","","",""
"","","Aranayake","6/10/2018","6","20","","","","","6","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","12","45","0","0","0","0","12","1","1","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","231","776","1","0","0","1","131","1","1","3","8","34",""
"","","නකොළඹ   
Kaduwela","2018.05.22
Flood / ගංවතුර","1923","7216","","","","1","1922","5","","2","2","8",""
"","10","nfhOk;G","","","","","","","","","","","","","",""
"","","Rathmalana
Colombo","2018.06.11
High Wind","7","35","","","","","7","","","","","",""
"Western/","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1930","7251","0","0","0","1","1929","5","0","2","2","8",""
"Nky;","","","","","","","","","","","","","","","",""
"khfhzk/","","","","","","","","","","","","","","","","One fisherman who"
"","","කළුතර","","","","","","","","","","","","","",""
"බස්නාහිර","11","Beruwala
fSj;Jiw","Strong Wind
2018.06.07","1","","1","","","","","","","","","","went for fishing are"
"පලාත","","Kalutara","","","","","","","","","","","","","","death 07/06/2018"
