"Okawela","2018.06.09","1","5","","","","","1","","","","",""
"","2018.06.11","5","16","","","","","4","","","","",""
"හම්බන්නතොට/`k;gh
Beliaththa","","","","","","","","","","","","",""
"","Heavy rain & High","","","","","","","","","","","",""
"16
e
Njhl;il","2018.06.12","1","5","","","","","1","","","","",""
"Wind","","","","","","","","","","","","",""
"/Hambantota","","","","","","","","","","","","",""
"Hambanthota","2018.06.13","10","37","","2","","","10","2","","","",""
"Ambalanthota","2018.06.13","52","181","","","","","66","17","7","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","69","244","0","2","0","0","82","19","7","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","221","682","0","4","0","2","232","23","7","0","0","0"
"Uvaparanagama
බදුල්ල/gJs;is/B","","14","56","","","","","14","","","","",""
"17
 High Wind","2018.06.10","","","","","","","","","","","",""
"ඌව/Cth 
adulla","","","","","","","","","","","","",""
"Welimada","","20","80","","","","","20","","","","",""
"khfhzk;/Uv","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total
a","","34","136","0","0","0","0","34","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","34","136","0","0","0","0","34","0","0","0","0","0"
"Missing in the","","","","","","","","","","","","",""
"Pottuvil
අම්පාර/mk;ghiw/","2018.06.02","3","5","","","3","","","","","","",""
"Marine
18","","","","","","","","","","","","",""
"නැනගනහිර 
Ampara","","","","","","","","","","","","",""
"පලාත/fpof;F","","","","","","","","","","","","",""
"/Eastern
දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","3","5","0","0","3","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","3","5","0","0","3","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","60921","214008","2","11","7","47","3032","60","10","14","85","296"
