"ප","ේධතිකේ පුකරෝ ථන  ොර්ගය සහ පේධතිකේ තීව්‍රතොවය","",""
"දිනය/කේලොව)","ස
්ථොනය","උපරි  සුළකේ කේගය (පැයට කි. මි.)","ැළඹිලි ස්වභොවය"
"(ශ්‍රී ලෙං ො පැය)","(උතුරු අක්්ොෙංශ oN","",""
"","නැකගනහිර කේශොෙංශ  oE)","",""
"12.05.23/1130","13.8/88.3","125-135 විටින් විට 150 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"12.05.23/1730","14.5/88.6","135-145  විටින් විට 160 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"12.05.23/2330","15.2/89.0","140-150  විටින් විට 165 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"13.05.23/0530","15.9/89.4","145-155  විටින් විට 170 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"13.05.23/1730","17.5/90.5","150-160  විටින් විට 175 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"14.05.23/0530","19.1/91.9","150-160  විටින් විට 175 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"14.05.23/1730","21.3/93.7","100-110  විටින් විට 120 දක්වා","චණ්ඩ සුළි කුණාටුවක්"
