"","Weather Forecast for Main Cities","","","Date :","11-Oct-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","23","95","60","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","33","25","90","70","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","25","90","65","Several spells of light showers"
"Galle","29","24","90","75","Showers or thundershowers"
"Jaffna","34","25","90","75","A few showers"
"Kandy","30","21","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","22","12","95","65","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","23","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","34","24","90","50","Showers or thundershowers after 2.00p.m"
"Mannar","32","26","85","70","A few showers"
