"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 17th September 2025 at 0900hrs","","","","","","","","","","","","",""
"","","","","බලපෑමට ලක්වු","","","","නිවාස්ත්‍ හානි","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","","","","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd miktplk;","","",""
"","","","","ghjpf;fg;gl;l","","","","Nrjkile;j tPLfs;","","","","","",""
"","","Administrative purview","","","","","","","Other Damages","","","Safe Location","",""
"","","","","Affected","","තුවාලවු","අතුරුදහ","Houses Damaged","","","","","",""
"","","","ආරම්භක දිනය","","","","","","","","","","",""
"","","","","","","පුද්ගලයින්","න්වූ","","","","","","",""
"","","","mdu;j;jk;","","මිය යෑම්","","","","කුඩා හා මධය","","","","","ලවනත් කරුණු"
"","","","ආපදාව","","","","පුද්ගලයින්","","","","","","",""
"","","","","","","","","","","ඉතා වැදගත් යටිතල","","","",""
"පළාත khfhzk;","","","Muk;gpj;j","","kuzq;f","fhaki","fhzhky;","","පරිමාණ වයාපාරික","","ආරක්ිත","","","NtW"
"","#","","mdHj;jk","","","","","","ස්ත්‍
රථාන சிறிய,","පහසුකම් වලට වූ","","","",""
"","","","jpfjp","","s;","le;NjhH","NghNdhH","","","","","","","Fwpg;Gf;fs;"
"Province","","","","","","","","","","","ස්ත්‍
රථාන  ස්ත්‍ංඛ්‍යාව","","",""
"","","ප්‍රා.ලේ. ලකා","Disaster","පවුේ ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින්","Deaths","","","පූර්ණ හානි 
අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Remarks"
"","දිස්ත්‍රික්කය","","Date of","","","","","","","","vz;zpf;if","","",""
"","","gpuNjr nra.gp","","FLk;gq;fs; 
egHfs;","","","","gFjpasT
KOik","நிறுவனங்களின்","fl;likg;Gf;fs;","","FLk;gq;fs;","egHfs;",""
"","","","","","","Injured","Missing","","","","","","",""
"","மாவட்டம் District","","","","","","","","","","No. of","","",""
"","","","commenced","Families
People","","","","Partially
Fully","சேதங்கள்; Small,","Damages to","","Families","Persons",""
"","","DS Division","","","","People","People","","","","Safety","","",""
"","","","","","","","","","Medium,","critical","","","",""
"","","","","","","","","","","","Locations","","",""
"","","","","","","","","","Enterprises","","","","",""
"","","","","","","","","","","Infrastructure","","","",""
"","","","","","","","","","Damages","","","","",""
"","ම ොනරොගල","","","","","","","","","","","","",""
"","","","Heavy Rain/ High","","","","","","","","","","",""
"","nkhdwhfiy 
1","Siyabalanduwa","2025.09.15","1
3","","","","1","","","","","",""
"ඌෙ","","","Wind","","","","","","","","","","",""
"","Moneragala","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","",""
"Uva","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","1
3","0","0","0","0
1","0","0","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","1
3","0","0","0","0
1","0","0","0","0","0",""
"","හම්බනමතොට","Beliaththa","Fire","1
2","","","","1","","","","","",""
"","2
`k;ghe;Njhl;il","","2025.09.15","","","","","","","","","","",""
"දකුණු පලොත","","Walasmulla","High Wind","1
5","","","","1","","","","","",""
"","Hambantota","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","2
7","0","0","0","0
2","0","0","0","0","0",""
"Southern","","","","","","","","","","","","","",""
