"","ප්‍රධාන්‍  න්‍ගර සදහා කාලගුණ අන්‍ාවැකිය","","","",""
"","","උෂ්ණත්වය(පස. අංශක)","","සාපේක්ෂ ආර්ද්‍රතාවය(%)",""
"න්‍ගරය","","","","",""
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","31","22","95","60","ප්‍රධාන වශහයන් වැසි රහිත"
"මඩකලපුව","29","24","85","70","ප්‍රධාන වශහයන් වැසි රහිත"
"හකාළඹ","34","24","85","60","ප්‍රධාන වශහයන් වැසි රහිත"
"ගාල්තල","31","24","80","65","ප්‍රධාන වශහයන් වැසි රහිත"
"යාපනය","31","21","95","70","ප්‍රධාන වශහයන් වැසි රහිත"
"ම නුවර","30","19","95","60","ප්‍රධාන වශහයන් වැසි රහිත"
"නුවරඑළිය","19","7","90","55","ප්‍රධාන වශහයන් වැසි රහිත"
"රත්තනපුරය","35","21","95","55","ප්‍රධාන වශහයන් වැසි රහිත"
"ිකුණාමලය","29","24","85","75","ප්‍රධාන වශහයන් වැසි රහිත"
"මන්නාරම","32","24","90","65","ප්‍රධාන වශහයන් වැසි රහිත"
