"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","39","161","0","0","0","14","22","","0","0","2","17","73",""
"","","","Tree Fallen","2021.02.07","2","10","","1","","","2","","","","1","1","","5 Sri Muttumari Amman Kovil"
"","","Haldumulla","","","","","","","","","","","","","","","",""
"","","","High Wind","2021.03.06","7","32","","","","","7","","","","","","",""
"","","","Tree Fallen","2021.03.07","1","1","","","","","1","","","","","","",""
"","","Soranathota","","","","","","","","","","","","","","","",""
"","","","Rock Fallen","2021.03.09","1","5","","","","","1","","","","","","",""
"","","Ella","Tree Fallen","2021.03.08","1","5","","","","","1","","","","","","",""
"","බදුල්ල","","","","","","","","","","","","","","","","",""
"","","","Fire","2021.02.19","1","2","","","","1","","","","","","","",""
"ඌව","2
gJs;is","","","","","","","","","","","","","","","","",""
"","","Welimada","","","","","","","","","","","","","","","",""
"Cth","Badulla","","Tree Fallen","2021.03.09","1","4","","","","","1","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","",""
"","","","","2021.03.11","2","8","","","","","2","","","","","","",""
"Uva","","","","","","","","","","","","","","","","","",""
"","","Badulla","Tree Fallen","","","","","","","","","","","","","","",""
"","","","","2021.03.10","","","","1","","","","","","","","","",""
"","","","Heavy Rain","2021.03.06","1","1","","","","","1","","","","","","",""
"","","Passara","Cutting Failure","2021.03.06","1","4","","","","","1","","","","","","",""
"","","","Tree Fallen","2021.03.06","1","3","","","","","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","19","75","0","2","0","1","18","","0","0","1","1","5",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","19","75","0","2","0","1","18","","0","0","1","1","5",""
"","","Pallama","Lighting","2021.03.06","1","4","","","","","1","","","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","","","",""
"වයඹ පලාත","3
Gj;jsk;","Arachchikattuwa","","2021.03.10","13","53","","","","","13","","1","","","","",""
"tlNky;","Puttalam","","High Wind","","","","","","","","","","","","","","",""
"","","Karuwalagaswewa","","2021.03.10","1","6","","","","","1","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","",""
"North Western","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","15","63","0","0","0","0","15","","1","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","15","63","0","0","0","0","15","","1","0","0","0","0",""
"","","Madhu","Lighting","2021.03.06","2","5","","","","","1","","","","","","",""
"","මන්නාරම","","","","","","","","","","","","","","","","",""
"","4","Musali","","2021.03.10","1","4","","","","","1","","","","","","",""
"","kd;dhH","","","","","","","","","","","","","","","","",""
"","","","High Wind","","","","","","","","","","","","","","",""
"","Mannar","","","","","","","","","","","","","","","","",""
"","","Nannatan","","2021.03.10","1","1","","","","","1","","","","1","","",""
"","","Mannar Town","Lighting","2021.03.11","1","5","","","","","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","5","15","0","0","0","0","4","","0","0","1","0","0",""
"උතුරු පලාත","","","","","","","","","","","","","","","","","",""
"","මුලතිව්","","","","","","","","","","","","","","","","",""
"tl khfhzk;","5","Manitimepattu","Drowning","2021.03.07","1","1","1","","","","","","","","","","",""
"","Ky;iyj;jPT","","","","","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","","","","",""
"","Mulaitivu","","","","","","","","","","","","","","","","",""
