"Dankotuwa","2024.11.26","","","1","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","4625","13136","2","2","0","0","28","2","1","1","2"
"Polpithigama","","1","5","","","","","","","","",""
"Mawathagama","","24","86","","","","","","","","",""
"Mallawapitiya","","6","25","","","","","","","","",""
"Ridigama","","31","105","","","","","","","","1","7"
"Ganewatta","","23","59","","","","","","","","",""
"වයඹ පලාත","","","","","","","","","","","",""
"Rasnayakapura
tlNky; khfhzk","","142","457","","","","","","","","",""
";North Western
Kurunegala","","5","15","","","","","","","","",""
"Ibbagamuwa","","60","195","","","","","","","","",""
"කුරුණෑගල","","","","","","","","","","","",""
"5
FUdhfy; 
Wariyapola","2024.11.26 / 27","140","460","","","","","","","","",""
"Flood","","","","","","","","","","","",""
"Kurunegala","","","","","","","","","","","",""
"Maho","","19","81","","","","","","","","",""
"Narammala","","40","135","","","","","","","","",""
"Pannala","","5","35","","","","","","","","",""
"Kobeigane","","44","119","","","","","","","","",""
"Panduwasnuwara west","","21","76","","","","","","","","",""
"Bingiriya","","400","1084","","","","","","","","",""
"Maspotha","","28","101","","","","","","","","",""
"Nikaweratiya","","84","278","","","","","","","","",""
"Hellipola","2024.12.02","","","1","","","","","","","",""
