"","Weather Forecast for Main Cities","","","Date :","10-Jun-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","25","95","65","Several spells of light showers"
"Batticaloa","36","25","90","55","Showers or thundershowers are likely after 2.00p.m"
"Colombo","30","26","90","70","Showers at times"
"Galle","29","26","90","80","Showers at times"
"Jaffna","33","27","90","65","Several spells of showers"
"Kandy","29","21","95","60","Showers at times"
"Nuwara-Eliya","20","15","90","65","Showers at times"
"Ratnapura","31","24","95","65","Showers at times"
"Trincomalee","35","26","90","55","Mainly fair"
"Mannar","31","27","90","75","Several spells of showers"
