"","Weather Forecast for Main Cities","","","Date :","17-Sep-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","23","90","50","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","33","27","90","45","Showers or thundershowers after 2.00p.m"
"Colombo","30","25","85","70","Showers or thundershowers at times"
"Galle","29","26","90","75","Showers or thundershowers at times"
"Jaffna","31","26","90","70","Showers or thundershowers at times"
"Kandy","29","22","90","70","Showers or thundershowers at times"
"Nuwara-Eliya","19","15","95","80","Showers or thundershowers at times"
"Ratnapura","33","24","95","60","Showers or thundershowers at times"
"Trincomalee","34","25","80","50","A few showers"
"Mannar","31","27","85","70","Showers or thundershowers at times"
