"","Soranathota","Heavy Rain","2024.05.18/23","1","1","","","","","1","","","","",""
"","Ridimaliyadda","High Wind","2024.05.20/26","6","25","","","","","6","","","","",""
"","Mahiyangane","High Wind","2024.05.20/26","6","20","","","","","6","","","","",""
"","Passara","High Wind","2024.05.18","4","16","","","","","4","","","","",""
"","Welimada","High Wind","2024.05.21/23","10","42","","","","","10","","","","",""
"","Meegahakiwula","High Wind","2024.05.21","3","13","","","","","3","","","","",""
"","Kandaketiya","High Wind","2024.05.20","2","7","","","","","2","","","","",""
"","බදුල්ල      gJs;is","","","","","","","","","","","","","",""
"18","Uwaparanagama","High Wind","2024.05.21/22/26","13","62","","","","","13","","","","",""
"Badulla","","","","","","","","","","","","","","",""
"","Ella","High Wind","2024.05.22/30","2","10","","","","","2","","","","",""
"ඌව","Haputhale","High Wind","2024.05.25","70","273","1","2","","","66","","","","",""
"Cth khfhzk;","Badulla","Heavy Rain","2024.05.18/22/23","6","27","","","","","6","","","","",""
"Uva","Haliela","High Wind","2024.05.22/23/26","4","13","","","","","4","","","","",""
"","Haldummulla","High Wind","2024.05.25","3","8","","","","","3","","","","",""
"","Lunugala","High Wind","2024.05.26","1","4","","","","","1","","","","",""
"","Bandarawela","High Wind","2024.05.22/23","29","112","","","","","28","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","160","633","1","2","0","0","155","0","0","0","0","0"
"කමානරාගල/nkhdw","","","","","","","","","","","","","","",""
"19","Badalkumbura","High wind","2024.05.26","1","4","","","","","","","","","",""
"hfiy Moneragala","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","4","0","0","0","0","0","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","161","637","1","2","0","0","155","0","0","0","0","0"
"","ත්‍රීකුණාමලය","","","","","","","","","","","","","",""
"20","Muthur
jp.kiy","High Wind","2024.05.30","2","6","","","","","2","","","","",""
"නැකගනහිර පලාත","","","","","","","","","","","","","","",""
"","Trincomalee","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","",""
"Eastern","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2","6","0","0","0","0","2","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","2","6","0","0","0","0","2","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","4947","17119","8","20","0","28","5022","108","30","4","39","161"
