"","පද්ධතිබේ පුබ ෝකථන මාර්ගය සහ පද්ධතිබේ තීව්‍රතාවය","",""
"දිනය/බේලාව)","ස
්ථානය","උපරිම සුළබේ බේගය (පැයට කි. මි.)","කැළඹිලි ස්වභාවය"
"(ශ්‍රී ලෙංකා පැය)","(උතුරු අක්්ාෙංශ oN","",""
"","නැබගනහි  බද්ශාෙංශ  oE)","",""
"25.05.24/1730","18.8/89.5","60-70 විටින් විට 80 දක්වා","සුළි කුණාටුවක්"
"25.05.24/2330","19.4/89.4","75-85 විටින් විට 95 දක්වා","සුළි කුණාටුවක්"
"26.05.24/0530","20.0/89.4","95-105 විටින් විට 115 දක්වා","චණ්ඩ සුළි කුණාටුවක්"
"26.05.24/1730","20.7/89.4","110-120විටින් විට 135 දක්වා","චණ්ඩ සුළි කුණාටුවක්"
"26.05.24/0530","21.4/89.4","110-120විටින් විට 135 දක්වා","චණ්ඩ සුළි කුණාටුවක්"
"27.05.24/1730","22.6/89.6","70-80 විටින් විට 90 දක්වා","සුළි කුණාටුවක්"
"27.05.24/0530","23.8/90.0","50-60 විටින් විට 70 දක්වා","ගැඹුරු පීඩන අවපාතයක්"
"28.05.24/1730","24.9/90.5","30-40 විටින් විට 50 දක්වා","පීඩන අවපාතයක්"
