"Imbulpe","18","68","1","","","","17","","","","",""
"Balangoda","16","68","","","","","16","","","","",""
"Kolonna","8","27","","1","","","8","","","","",""
"Kalawana","1","2","","","","","1","","","","",""
"Kuruvita","2","5","","","","","2","","","","",""
"රත්නපුර","","","","","","","","","","","",""
"Opanayaka","19","70","","","","","19","","","","",""
"6
High Wind
,uj;jpdGhp  
ස්ත්‍බරගමුව පලාත","2022.12.07-08","","","","","","","","","","",""
"Rathnapura
Rathnapura","127","552","","2","","","127","","","","",""
"rg;ufKt","","","","","","","","","","","",""
"Sabaragamuwa
Nivithigala","4","16","","","","","4","","","","",""
"Kahawaththa","7","23","","","","","7","","","","",""
"Pelmadulla","6","26","","","","","6","","","","",""
"Godakawala","5","22","","","","","5","","","","",""
"Weligapola","12","43","","","","","12","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","225","922","1","3","0","0","224","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","225","922","1","3","0","0","224","0","0","0","0","0"
"යාපනය","","","","","","","","","","","",""
"7
Kayts
Cyclone","2022.12.08
1","3","","","","","1","","","","",""
"උතුරු පලාත tl 
aho;g;ghzk; Jaffna","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","",""
