"","","","","","","","","","","","","","","","","",""
"","","","Nanattan","","","262","768","Page 2","","","","","","","","","Situation Report on 2019.11.05 at 1800 hrs.xlsx"
"","","මනනොරම   kd;dhH","Musali","","","3260","12810","","","","","","","","","",""
"උතුරු පලොත","9","","","Drought","2020.07.07","","","","","","","","","","","",""
"tl khfhzk","","Mannar","Manthai West","","","5623","20500","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","","","",""
"","","","Madhu","","","237","727","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","9382","34805","0","0","0","0","0","0","0","0","0","0"
"","","","Vavuniya  North","","2020.06.18","46","173","","","","","","","","","",""
"","","වව්නියොව","","","","","","","","","","","","","","",""
"","10","","","Drought","","","","","","","","","","","","",""
"","","tTdpah Vavuniya","","","","","","","","","","","","","","",""
"","","","Vengala Cheddikulam","","2020.06.17","40","130","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","86","303","0","0","0","0","0","0","0","0","0","0"
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","33433","115559","0","0","0","0","0","0","0","0","0","0"
