"","","Kundasale","Tree Fallen","2023.11.02","","","1","3","","","","1","","","",""
"","","","Cutting Faliure","2023.11.02","1","6","","","","","1","","","","",""
"","නුවර","","","","","","","","","","","","","","",""
"","fz;b","Pathahewaheta","Flood","2023.11.02","2","7","","","","","","","","","",""
"","Kandy","","","","","","","","","","","","","","",""
"","5","","Landslide Risk","2023.11.02","8","35","","","","","","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk","","Hatharaliyadda","Heavy Rain","2023.11.01","2","6","","","","","2","","","","",""
"Central","","","","","","","","","","","","","","","",""
"","","Udapalatha","Heavy Rain","2023.11.01-02","2","10","","","","","2","","","","",""
"","","Poojapitiya","Cutting Faliure","2023.11.02","1","6","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","16","70","1","3","0","0","6","1","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","16","70","1","3","0","0","6","1","0","0","0","0"
"","","Gampaha","Flood","2023.11.02","43","140","","","","","","","","","",""
"","ගම්පහ","Minuwangoda","Flood","2023.11.02","","","","","","","","","","1","3","13 Kotugoda"
"","","","","","","","","","","","","","","","","Sudarmaramaya"
"","fk;g`h     
6","","","","","","","","","","","","","","","1.Hiripitiya Community"
"Western","","","","","","","","","","","","","","","",""
"","Gampaha","Aththanagalla","Flood","2023.11.02","16","81","","","","","","","","2","41","Hall 2& 3.Kalotuwa 
177"
"Nky; khfhzk;","","","","","","","","","","","","","","","","Mosque"
"බස්ත්‍රනාහිර පලාත","","Meerigama","Heavy Rain","2023.11.01","1","3","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","60","224","0","0","0","0","0","0","0","3","44","190"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","60","224","0","0","0","0","0","0","0","3","44","190"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","372","1415","1","3","0","0","45","1","0","10","158","564"
