"","Weather Forecast for Main Cities","","","","12-Oct-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","24","95","65","Showers or thundershowers after 2.00p.m"
"Batticaloa","31","25","95","70","Showers or thundershowers after 2.00p.m"
"Colombo","28","25","95","85","Showers or thundershowers at times"
"Galle","28","25","95","75","Showers or thundershowers at times"
"Jaffna","33","24","95","80","Several spells of showers"
"Kandy","27","22","95","75","Showers or thundershowers at times"
"Nuwara-Eliya","18","15","90","85","Showers or thundershowers at times"
"Ratnapura","28","22","95","80","Showers or thundershowers at times"
"Trincomalee","31","24","95","65","Showers or thundershowers after 2.00p.m"
"Mannar","30","25","95","75","Several spells of showers"
