"","Chavakachcheri","Flash Flood","2024.11.27","1303","4156","","","","","14","","","11","205","728"
"","Kayts","","","464","1781","","","","","7","","","","",""
"","Point Pedro","","","829","2904","","","","2","61","","3","7","396","1470"
"","Nallur","","","1090","3574","","1","","","5","","","6","135","415"
"","Thellippalai","","","1359","4234","","","","","","","","3","83","220"
"","Chankanai","","","2164","7187","","","","1","6","","","6","72","289"
"යාපනය","Karainagar","","","215","764","","","","","3","","","2","15","51"
"7
aho;g;ghzk;","","","","","","","","","","","","","","",""
"","Sandilippay","","","901","3171","","","","","5","","","6","368","1333"
"Jaffna","","","","","","","","","","","","","","",""
"","Kopay","","","1240","4023","","","","","7","","","2","33","126"
"","Jaffna","","","1618","6020","","","","","1","","","8","150","490"
"","Uduvil","","","311","1113","","","","","12","1","","2","19","70"
"","Delft","","","339","1013","","","","","2","","","2","18","57"
"","Velanai","","","545","1866","","","","","4","","","8","122","483"
"","Karavedy","","","286","967","","","","","2","","","","",""
"","Maruthankerny","","","306","909","","","","","","","","3","18","61"
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","12970","43682","0","1","0","3","129","1","3","66","1634","5793"
"","Karachchi","High Wind/Flood","2024.11.22 - 26","796","2782","","","","","7","","","3","37","108"
"කිලිලනාච්චිය","Kandawalai","","2024.11.22 - 26","870","2607","","","","","8","","","7","126","380"
"8
fpspnehr;rp","","","","","","","","","","","","","","",""
"Killinochchi","Pachchilaippailli","","2024.11.22 - 26","175","588","","","","","4","","","","",""
"","Poonkary","","2024.11.22 - 26","626","2029","","","","","","","","1","4","16"
"උතුරු පලාත","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2467","8006","0","0","0","0","19","0","0","11","167","504"
"tl khfhzk;","","","","","","","","","","","","","","",""
"Northen","Manthai East","Flood","2024.11.22 - 26","386","1239","","","","","1","","","7","43","132"
"","Maritimepattu","Flood","2024.11.24 - 26","148","437","","","","","16","","","2","45","108"
"මුලතිව්න","Oddusuddan","Flood","2024.11.25 - 26","607","2166","","","","","0","","","6","151","468"
"9
Ky;iyj;jPT","","","","","","","","","","","","","","",""
"Mulaitivu","Puthukkudyirippu","Flood","2024.11.26","469","1502","","","","","1","","","1","138","450"
"","Thunikkai","Flood","2024.11.27","461","1305","","","","","25","","","1","8","22"
"","Weli Oya","Flood","2024.11.28","203","459","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2274","7108","0","0","0","0","44","0","0","17","385","1180"
"","Mannar Town","Heavy Rain/Flood","2024.11.23 - 26","14182","46315","","","","","5","","","37","1556","5113"
"","Manthai West","","","3563","12167","","","","","","","","20","650","2204"
"මන්නාරම","","","","","","","","","","","","","","",""
"10","Nannatan","","","452","1298","","","","","","","","13","420","1182"
"kd;dhH   Mannar","","","","","","","","","","","","","","",""
"","Musali","","","322","1120","","","","","","","","","",""
"","Madhu","","","123","397","","","","","","","","3","64","203"
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","18642","61297","0","0","0","0","5","0","0","73","2690","8702"
"","Vavuniya North","Heavy Rain","2024.11.23","140","490","","","","","","","","2","34","94"
"වව්නියාව","Vavuniya","Flood","2024.11.27","746","2568","","","","","","","","4","34","98"
"11","","","","","","","","","","","","","","",""
"tTdpah Vavuniya","Vengalacheddikulam","High Wind","2024.11.25","132","450","","","","","67","","","2","47","141"
"","vavuniya South","Heavy Rain","2024.11.26","14","39","1","","","","2","","","2","11","30"
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1032","3547","1","0","0","0","69","0","0","10","126","363"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","37385","123640","1","1","0","3","266","1","3","177","5002","16542"
