"","ක්ගල්඼   
Dehiowita
Heavy Rain","2019.09.12","1","2","","","","","1","","","","",""
"","5
Nffhiy","","","","","","","","","","","","",""
"","Mawanella
Tree Fallen
Kegalle","2019.09.11","1","4","","","","","1","","","","",""
"","දිස෇ත්‍රික් එකතුල khtl;l $l;Lj;njhif/District Total","","2","6","0","0","0","0","2","0","0","0","0","0"
"සබරගමුල ප඼෈ත","","","","","","","","","","","","","",""
"rg;ufKt","රත්නපුර 
Ehaliyagoda","","2","8","","","","","2","","","","",""
"Sabaragamuwa","6
Heavy Rain
,uj;jpdGhp","2019.09.15","","","","","","","","","","","",""
"","Nivithigala","","1","5","","","","","1","","","","",""
"","Rathnapura","","","","","","","","","","","","",""
"","දිස෇ත්‍රික් එකතුල khtl;l $l;Lj;njhif District Total","","3","13","0","0","0","0","3","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","5","19","0","0","0","0","5","0","0","0","0","0"
"","Hambanthota","2019.09.15","82","359","","","","","82","","","","",""
"","Thissamaharamaya
හම්බන්කතොට","2019.09.15","23","72","","","","","1","","","","",""
"","7
Flash Flood
`k;ghe;Njhl;il","","","","","","","","","","","","",""
"","Hambantota
Lunugamwehera","","12","52","","","","","","","","","",""
"","","2019.09.15","","","","","","","","","","","",""
"දකුනු ප඼෈ත","","","","","","","","","","","","","",""
"","Beliatta","","6","26","","","","","1","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","",""
"Southern","","","","","","","","","","","","","",""
"","දිස෇ත්‍රික් එකතුල khtl;l $l;Lj;njhif/District Total","","123","509","0","0","0","0","84","0","0","0","0","0"
"","ග෈ල්඼","","","","","","","","","","","","",""
"","8
Nagoda
Tree Fallen
fhyp","2019.09.12","1","3","","","","","1","","","","",""
"","Galle","","","","","","","","","","","","",""
