"","පකාළඹ","","","","","","","","","","","",""
"","6
Padukka
High Wind","2023.03.18
35","99","","1","","","35","","","","",""
"Western","nfhOk;G Colombo","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","35","99","0","1","0","0","35","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","35","99","0","1","0","0","35","0","0","0","0","0"
"","ගාල්ල                
Niyagama
Lightning","2023.03.20
2","9","","","","","2","","","","",""
"","fhyp        
7","","","","","","","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","",""
"","Nagoda
Cutting Failure
Galle","2023.03.20
1","2","","","","","1","","","","",""
"njd; khfhzk;","","","","","","","","","","","","",""
"Southern","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","3","11","0","0","0","0","3","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","3","11","0","0","0","0","3","0","0","0","0","0"
"","පුත්තලම","","","","","","","","","","","",""
"","8
Wanatavilluwa
Wind","2023.03.19
1","3","","","","","","","","","",""
"වයඹ පලාත","Gj;jsk;  Puttalam","","","","","","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","",""
"North Western","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","","","","","","","",""
"","","1","3","0","0","0","0","0","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","1","3","0","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","227","808","0","8","0","3","162","0","0","1","70","240"
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
