"Tissamaharamaya","2024.07.29","4","13","","","","","4","","","","",""
"Thangalla","2024.07.23","1","4","","","","","1","","","","",""
"හම්බනනතොට 
Hambanthota","2024.07.30","3","8","","","","","3","","","","",""
"6
High Wind
`k;ghe;Njhl;il","","","","","","","","","","","","",""
"දකුනු පලොත","","","","","","","","","","","","",""
"Walasmulla
Hambantota","2024.07.30","4","12","","","","","4","","","","",""
"njd; khfhzk;","","","","","","","","","","","","",""
"Southern
Agunakolapelessa","2024.07.29","3","9","","1","","","2","1","","","",""
"Katuwana","2024.07.29","2","8","","","","","2","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","17","54","0","1","0","0","16","1","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","17","54","0","1","0","0","16","1","0","0","0","0"
"බදුල්ල","","","","","","","","","","","","",""
"7
Badulla
Drought","2024.07.29","164","656","","","","","","","","","",""
"ඌව   Cth 
gJs;is  Badulla","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
