"Hikkaduwa","Highwind","2024.08.18","1","4","","","","","1","","","","",""
"Thawalama","Tree Fallen","2024.08.18","1","4","","","","","1","","","","",""
"Imaduwa","Heavy Rain","2024.08.19","1","5","","","","","1","","","","",""
"ගොල්ල             fhyp 
Elpitiya","Heavy Rain","2024.08.19","4","14","","","","","4","","","","",""
"7","","","","","","","","","","","","","",""
"දකුණු පලොත      
       Galle
Niyagama","Fire","2024.08.20","1","4","","","","","1","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","",""
"Thawalama","Heavy Rain","2024.08.21","1","5","","","","","1","","","","",""
"Southern","","","","","","","","","","","","","",""
"Habaradowa","Heavy Rain","2024.08.20","6","15","","","","","6","","","","",""
"Nagoda","Flood","2024.08.22","7","35","","","","","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","22","86","0","0","0","0","15","0","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","22","86","0","0","0","0","15","0","0","0","0","0"
"Ja-ela","Heavy Rain","2024.08.16/17/18","3","12","","","","","3","","","","",""
"Katana","Flood","2024.08.17","5","23","","2","","","5","","","","",""
"Wattala","High Wind","2024.08.20","13","50","","","","","13","","","","",""
"Negambo","High Wind","2024.08.16","10","42","","","","","10","","","","",""
"Meerigama","High Wind","2024.08.18","1","3","","","","","1","","","","",""
"ගම්පහ","","","","","","","","","","","","","",""
"8
Biyagama","Heavy Rain/High Wind","2024.08.16/18","3","11","","","","","3","","","","",""
"Western         
fk;g`h Gampaha","","","","","","","","","","","","","",""
"Nky; khfhzk","","","","","","","","","","","","","",""
"Gampaha
බසර ොහිර පලොත","Heavy Rain/Flood","2024.08.19","57","232","","","","","4","","","","",""
"Dompe","Tree Falling","2024.08.17/19","2","7","","","","","2","","","","",""
"Minuwangoda","High Wind","2024.08.16/18","3","8","","","","","3","","","","",""
"Aththanagalle","Tree Fallen","2024.08.18","2","9","","","","","2","","","","",""
"Gampaha","Heavy Rain/High Wind","2024.08.19","53","217","","","","","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","152","614","0","2","0","0","46","0","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","152","614","0","2","0","0","46","0","0","0","0","0"
"Mathugama","Heavy Rain","2024.08.17","10","48","","","","","","","","","",""
"Beruwala","High Wind","2024.08.16/19/20","12","48","","","","","12","","","","",""
"Palindanuwara","Flood","2024.08.17/19/20","199","687","1","","","","2","","","","",""
"Walallawita
කළුතර  fSj;Jiw","Flood","2024.08.17","15","64","1","","","","4","5","","","",""
"9","","","","","","","","","","","","","",""
"බසර ොහිර පලොත 
Kalutara","","","","","","","","","","","","","",""
"Bulathsinhala","Flood","2024.08.17/18/19","55","176","","","","","11","","","","",""
"Western","","","","","","","","","","","","","",""
"Madurawala
Nky; khfhzk","Flood","2024.08.18/19","6","22","","","","","2","","","","",""
"Kalutara","Heavy Rain","2024.08.17/21","177","671","","","","","5","","","","",""
"Ingiriya","Heavy Rain","2024.08.17","1","4","","","","","1","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","475","1720","2","0","0","0","37","5","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","475","1720","2","0","0","0","37","5","0","0","0","0"
"Mahawewa","","2024.08.19","347","942","","","","","2","","","","",""
"Madampe","","2024.08.19","792","2882","","","","","1","","","","",""
"Naththandiya","High Wind/Flood","2024.08.19,20","99","331","","","","","","","","2","16","51"
"Arachchikattuwa","","2024.08.21","342","1226","","","","","1","","","","",""
"පුත්තලම","","","","","","","","","","","","","",""
"Wennappuwa","","2024.08.20","119","515","","","","","1","","","","",""
"වයඹ පලොත      
10
Gj;jsk;","","","","","","","","","","","","","",""
"Puttalam
tlNky; khfhzk 
Puttalam","Flash Flood","2024.08.21","545","1923","","","","","","","","1","7","21"
"North 
Dankotuwa","","","5","18","","","","","","","","","",""
"Western","","","","","","","","","","","","","",""
"Chilaw","","","595","2334","","","","","","","","","",""
"","High Wind/Flood","2024.08.21","","","","","","","","","","","",""
"Kalpitiya","","","2","6","","","","","","","","","",""
"Mundalama","","","56","190","","","","","2","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2902","10367","0","0","0","0","7","0","0","3","23","72"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","2902","10367","0","0","0","0","7","0","0","3","23","72"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","12312","40450","3","2","1","0","141","5","0","3","23","72"
"","","","","","ආපදො කළම ොකරණ මධ්‍යසරථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
