"ගාල්ල","","","","","","","","","","","","",""
"Missing in the","","","","","","","","","","","","",""
"15
Hikkaduwa
fhyp","2018.06.29","","","","","7","","","","","","",""
"Marine","","","","","","","","","","","","",""
"Galle","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","0","0","0","0","7","0","0","0","0","0","0","0"
"දකුනු පලාත/","","","","","","","","","","","","",""
"njd;","","","","","","","","","","","","",""
"හම්බන්නතොට","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","",""
"16
Ambalanthota
High Wind
`k;ghe;Njhl;il","2018.07.16","","","","5","","","","","1","","",""
"Southern","","","","","","","","","","","","",""
"Hambantota","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","0","0","0","5","0","0","0","0","1","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","0","0","0","5","7","0","0","0","1","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","99468","342833","0","12","13","14","340","7","2","6","31","136"
"","","","","රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
