"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","214","827","0","0","0","0","58"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","214","827","0","0","0","0","58"
"Bandaragama","Flood/ Highwind","2023.09.27-29","26","108","","","","1","10"
"Beruwala","High Wind","2023.09.29","5","19","","","","","5"
"","Flood/ Highwind","","","","","","","",""
"Bulathsinhala","","2023.09.27-30","21","73","","","","","21"
"","/Cutting Failture","","","","","","","",""
"Mathugama","High Wind","2023.09.28-30","7","22","","","","","7"
"Millaniya","Flood","2023.09.29-30","113","420","","","","","106"
"කළුතර       
Agalawattha","High Wind","2023.09.29","6","23","","","","","6"
"2
fSj;Jiw","","","","","","","","",""
"Horana","High Wind","2023.09.29","2","10","","","","","2"
"Kalutara","","","","","","","","",""
"Walallavita","High Wind","2023.09.29","1","4","","","","","1"
"Ingiriya","Flood","2023.09.29-30","11","31","","","","","11"
"Kalutara","High Wind","2023.09.29-30","190","741","","","","","8"
"Dodangoda","Flood","2023.09.30","10","38","","","","","10"
"Western","","","","","","","","",""
"Madurawela","Flood","2023.09.30","26","98","","","","","26"
"Nky; khfhzk;","","","","","","","","",""
"Panadura
බස්ත්‍රනාහිර පලාත","Flood","2023.10.01","83","326","","","","","3"
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","501","1913","0","0","0","1","216"
