"","","","","திகதி :","2025-01-12"
"","முன் னறிவித்தை்","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன்  (%)","",""
"நகரம்","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த",""
"அனுராதபுரம்","31","24","95","70","அவ் வப்பபோது மழை பபய் யும்"
"மட்டக்களப்பு","29","24","95","80","அவ் வப்பபோது மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது"
"வகாழும் பு","31","25","85","55",""
"","","","","","இடியுடன்  கூடிய மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது"
"காலி","30","25","95","75",""
"","","","","","இடியுடன்  கூடிய மழை பபய் யும்"
"யாழ் ப்பாணம்","28","24","90","80","அவ் வப்பபோது மழை பபய் யும்"
"கண் டி","29","21","95","70","அவ் வப்பபோது மழை பபய் யும்"
"நுவவரலியா","20","13","95","65","மழை அல் லது இடியுடன்  கூடிய மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது"
"இரத்தினபுரி","31","24","90","70",""
"","","","","","இடியுடன்  கூடிய மழை பபய் யும்"
"திருககாணமலை","28","24","95","80","அவ் வப்பபோது மழை பபய் யும்"
"மன் னார்","29","26","90","75","அவ் வப்பபோது மழை பபய் யும்"
