"Mundalama","387","1420","","","","","1","","","","",""
"Kalpitiya","210","871","","","","","","","","","",""
"පුත්තලම","","","","","","","","","","","",""
"7
Flash Flood
Wanathawilluwa","2023.12.07-19
100","291","","","","","5","","","","",""
"වයඹ පලාත  
Gj;jsk;  Puttalam","","","","","","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","",""
"Arachchikattuwa","174","615","","","","","","","","","",""
"North Western","","","","","","","","","","","",""
"Nawagatthegama","18","56","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","889","3253","0","0","0","0","6","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","889","3253","0","0","0","0","6","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","9205","29814","0","1","0","9","156","1","0","12","190","662"
