"","Weather Forecast for Main Cities","","","Date :","7-May-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","35","24","90","55","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","33","26","9095","60","Showers or thundershowers after 2.00p.m"
"Colombo","30","25","90","70","Showers or thundershowers"
"Galle","32","26","95","75","Showers or thundershowers"
"Jaffna","34","26","95","65","Mainly fair"
"Kandy","32","22","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","24","13","95","55","Showers or thundershowers after 2.00p.m"
"Ratnapura","34","23","95","80","Showers or thundershowers"
"Trincomalee","35","25","90","60","Showers or thundershowers are likely after 2.00p.m"
"Mannar","33","26","90","65","Showers or thundershowers are likely after 2.00p.m"
