"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","12971","52870","0","0","0","1","202","4","0","42","7220","29908"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","23602","93499","1","0","0","8","2118","15","5","76","10671","43876"
"Pathadumbara","High wind","2019.09.23","1","6","","","","","1","","","","",""
"Udunuwara","High wind","2019.09.24","1","5","","","","","1","","","","",""
"Doluwa","Heavy Rain","2019.09.24","5","16","","","","","5","","","","",""
"නුලර","","","","","","","","","","","","","",""
"7
fz;b       
Hatharaliyadda","High Wind","2019.09.24","2","7","","","","","2","","","","",""
"Kandy","","","","","","","","","","","","","",""
"Ganga Ihala Korale","Cutting failure","2019.09.26","1","3","","","","","1","","","","",""
"මධයම ප඼෈ත 
Udapalatha","High Wind","2019.09.25","2","6","","","","","2","","","","",""
"kj;jpa khfhzk","","","","","","","","","","","","","",""
"Pathadumbara","High Wind","2019.09.23","1","6","","","","","1","","","","",""
"Central","","","","","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","13","49","0","0","0","0","13","0","0","0","0","0"
"නුලරඑලිය 
Walapane","High Wind","2019.09.29","2","8","1","","","","1","","","","2","8"
"8
Etnuypah","","","","","","","","","","","","","",""
"Hanguranketha
Nuwara Eliya","High Wind","2019.09.23","1","5","","","","","1","","","","1","5"
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","3","13","1","0","0","0","2","0","0","0","3","13"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","16","62","1","0","0","0","15","0","0","0","3","13"
"","Lightning","2019.09.23","2","7","","","","","2","","","","",""
"","High wind","2019.09.23","2","10","","","","","2","","","","",""
"","Lightning","2019.09.24","4","18","","","","","4","","","","",""
"Yatiyantota","","","","","","","","","","","","","",""
"","High wind","2019.09.24","3","11","","","","","3","","","","",""
"","Lightning","2019.09.29","1","5","","1","","","1","","","","",""
"","Fire","2019.09.29","1","4","","","","","1","","","","",""
"ක්ගල්඼","","","","","","","","","","","","","",""
"9
Nffhiy  
Warakapola","High wind","2019.09.15","4","15","","","","","4","","","","",""
"Kegalle","","","","","","","","","","","","","",""
"","Heavy Rain","2019.09.24","2","5","","","","","2","","","","",""
"Dehiovita","","","","","","","","","","","","","",""
"","High wind","2019.09.23","1","4","","","","","1","","","","",""
"සබරගමුල ප඼෈ත 
Kegalle","High wind","2019.09.23","2","9","","","","","2","","","","",""
"rg;ufKt","","","","","","","","","","","","","",""
"Ruwanwella
Sabaragamuwa","High Wind","2019.09.27","2","7","","","","","2","","","","",""
"","Lightning","2019..09.27","1","4","","","","","1","","","","",""
"Mawanella","High Wind","2019.09.28","1","4","","","","","1","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","26","103","0","1","0","0","26","0","0","0","0","0"
"Rathnapura","High Wind","2019.09.27","284","1145","","3","","","284","10","","","",""
"Kalawana","High Wind","2019.09.27","2","5","","","","","2","","","","",""
"රත්නපුර","","","","","","","","","","","","","",""
"10","","","","","","","","","","","","","",""
"Rathnapura","","","","","","","","","","","","","",""
"Elapatha","High Wind","2019.09.27","14","51","","","","","14","","","","",""
"Balangoda","High Wind","2019.09.30","3","13","","","","","3","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","303","1214","0","3","0","0","303","10","0","0","0","0"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","329","1317","0","4","0","0","329","10","0","0","0","0"
"Wanathavilluwa","Heavy Rain","2019.09.25","18","64","","","","","3","","","","",""
"Dankotuwa","Heavy Rain","2019.09.25","7","20","","","","","4","3","","1","3","10"
"Mundalama","Heavy Rain","2019.09.24","26","94","1","","","","6","","","","",""
"පුත්ත඼ම","","","","","","","","","","","","","",""
"11
Gj;jsk;  
ලයඹ ප඼෈ත 
Arachchikattuwa","Heavy Rain","2019.09.24","1","2","","","","","1","","","","",""
"tlNky; 
Puttalam","","","","","","","","","","","","","",""
"Puttalam","Heavy Rain","2019.09.24","1","4","","","","","1","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"North Western
Anamaduwa","Heavy Rain","2019.09.24","10","43","1","","","","10","","","","",""
"Karuwalagaswewa","Heavy Rain","2019.09.25","3","7","","","","","2","1","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","66","234","2","0","0","0","27","4","0","1","3","10"
