"","","","","","","1","5","","","","","1","","","","",""
"","","","Kahawatta","","","","","","","","","","","","","",""
"","","","","Tree fallen","","1","3","","","","","1","","","","",""
"","","","Opanayaka","","","1","4","","","","","1","","","","",""
"","","රත්නපුර","Kuruwita","High Wind","","9","28","","","","","9","","","","",""
"","6",",uj;jpdGhp","Rathnapura","","2025.05.29","5","16","","","","","5","","","","",""
"","","Rathnapura","","Tree fallen","","","","","","","","","","","","",""
"","","","","","","8","32","","","","","8","","","","",""
"","","","Eheliyagoda","","","","","","","","","","","","","",""
"","","","","High Wind","","4","16","","","","","4","","","","",""
"","","","Elapatha","High Wind","","8","31","","","","","8","","","","",""
"සබරගමුව පලාත","","","Kiriella","High Wind","","5","21","","","","","5","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","42","156","0","0","0","0","42","0","0","0","0","0"
"","","","Ruwanwella","","","8","30","","","","","8","","","","",""
"","","","Mawanella","","","8","33","","","","","8","","","","",""
"","","කෑගල්ල","","","","","","","","","","","","","","",""
"","","","Dehiovita","","","7","25","","","","","7","","","","",""
"","7","Nffhiy","","Tree fallen","2025.05.27/28/29","","","","","","","","","","","",""
"","","Kegalle","Kegalla","","","8","41","","","","","8","","","","",""
"","","","Deraniyagala","","","7","28","","","","","7","","","","",""
"","","","Warakapola","","","9","43","","","","","9","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","47","200","0","0","0","0","47","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","89","356","0","0","0","0","89","0","0","0","0","0"
"","","","Ududumbara","","","6","19","","","","","6","","","","",""
"","","","Thumpane","","","3","12","","","","","3","","","","",""
"","","","Udunuwara","","","12","51","","","","","12","","","","",""
"","","","Kundasale","","","16","63","","","","","16","","","","",""
"","","","Harispattuwa","","","11","47","","","","","11","","","","",""
"","","","Delthota","","","8","39","","","","","8","","","","",""
"","","","Poojapitiya","","","2","6","","","","","2","","","","",""
"","","","Pasbagekoralaya","","","4","11","","","","","4","","","","",""
"","","නුවර","","","","","","","","","","","","","","",""
"","8","fz;b","Panvila","High Wind / Tree fallen","2025.05.26/27/28","11","50","","","","","8","","","","",""
"","","Kandy","","","","","","","","","","","","","","",""
"","","","Pathahewaheta","","","6","23","","","","","6","","","","",""
"","","","Minipe","","","2","10","","","","","2","","","","",""
"","","","Yatinuwara","","","10","33","","","","","10","","","","",""
"","","","Akurana","","","9","32","","","","","9","","","","",""
"මධ්‍යම පලාත/kj;jpa","","","Pathadumbara","","","38","141","","","","","38","","","","",""
"khfhzk;/ Central","","","Hatharaliyadda","","","1","3","","","","","1","","","","",""
"","","","Doluwa","","","5","16","","","","","5","","","","",""
"","","","Udapalatha","","","3","8","","","","","2","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","147","564","0","0","0","0","143","0","0","0","0","0"
"","","","Kotmale East","","","21","73","","","","","21","","","","",""
"","","","Walapane","","","4","18","","","","","4","","","","",""
"","","","Talawakele","","","7","31","","","","","7","","","","",""
"","","නුවරඑලිය","Haguranketha","","","1","4","","","","","1","","","","",""
"","","","","","2025.05.27/28/29/","","","","","","","","","","","",""
"","9","Etnuypah","","High Wind","","","","","","","","","","","","",""
"","","","Nuwara Eliya","","30","43","199","","1","","","25","","","1","28","120"
"","","Nuwara Eliya","","","","","","","","","","","","","","",""
"","","","Kotmale West","","","12","42","","","","","12","","","","",""
"","","","Ambagamuwa","","","13","45","","","","","13","","","","",""
"","","","Norwood","","","11","50","","1","","","11","","","1","2","9"
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","112","462","0","2","0","0","94","0","0","2","30","129"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","259","1026","0","2","0","0","237","0","0","2","30","129"
"","","මනනාරම","","","","","","","","","","","","","","",""
"","10","","Mannar","High Wind","2025.05.30","1","4","","","","","1","","","","",""
"","","kd;dhH   Mannar","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1","4","0","0","0","0","1","0","0","0","0","0"
"උතුරු පලාත      tl","","","","","","","","","","","","","","","","",""
"khfhzk Northen ;","","යාපනය","","","","","","","","","","","","","","",""
"","11","","Karainagar","High Wind","2025.05.30","2","4","","","","","2","","","","",""
"","","aho;g;ghzk; Jaffna","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","2","4","0","0","0","0","2","0","0","0","0","0"
