"","Weather Forecast for Main Cities","","","",""
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","30","24","95","85","Several spells of showers"
"Batticaloa","30","23","90","70","Showers or thundershowers are likely after 2.00p.m"
"Colombo","30","25","90","70","Several spells of showers"
"Galle","30","25","90","60","Several spells of showers"
"Jaffna","28","24","95","75","Several spells of showers"
"Kandy","25","21","95","85","A few showers"
"Nuwara-Eliya","16","14","95","90","A few showers"
"Ratnapura","31","22","90","60","Several spells of showers"
"Trincomalee","29","23","95","85","Mainly fair"
"Mannar","28","23","95","80","Several spells of showers"
