"","","","Kuruwita","","","14","58","","","","","14","","","","",""
"","","","Balangoda","","","2","8","","","","","2","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","49","190","0","1","0","0","47","0","0","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","181","743","0","1","0","0","155","1","0","0","0","0"
"","","ලව්නිය෈ල","Verugalachekulam","","","4","14","","","","","4","","","","",""
"","3","tTdpah","","High Wind","2019.08.07","","","","","","","","","","","",""
"","","","Vavuniya Nort","","","2","4","","","","","2","","","","",""
"","","Vavuniya","","","","","","","","","","","","","","",""
"උතුරු ප඼෈ත","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","6","18","0","0","0","0","6","0","0","0","0","0"
"tl khfhzk;","","","","","","","","","","","","","","","","",""
"","","මු඼තිව්/Ky;iyj;jP","","","","","","","","","","","","","","",""
"Northen","4","","Puthukkudiyiruppu","High Wind","2019.08.07","1","7","","","","","1","","","","",""
"","","T Mulaitivu","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","1","7","0","0","0","0","1","0","0","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","7","25","0","0","0","0","7","0","0","0","0","0"
"","","","Wanathavilluwa","","","18","64","","3","","","18","9","","","",""
"","","","Anamaduwa","","","8","25","","","","","8","","","","",""
"","","","Arachchikattuwa","","","3","15","","","","","3","","","","",""
"","","","Kalpitiya","","","4","16","","","","","1","8","1","","",""
"","","","Nawagattegama","","","11","31","","","","","9","2","","","",""
"","","පුත්ත඼ම","","","","","","","","","","","","","","",""
"","","","Karuwalagaswewa","","","9","33","","","","","9","","","","",""
"ලයඹ ප඼෈ත","5","Gj;jsk","","High wind","2019.08.07/08","","","","","","","","","","","",""
"","","","Puttalam","","","26","115","","","","","25","1","","","",""
"tlNky;","","Puttalam","","","","","","","","","","","","","","",""
"","","","Chilaw","","","8","37","","","","","7","1","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"North Western","","","Mahakumbukkadawala","","","6","16","","","","","5","1","","","",""
"","","","Dankotuwa","","","2","10","","","","","","2","","","",""
"","","","Pallama","","","2","5","","","","","8","","","","",""
"","","","Mundalame","","","3","12","","","","","3","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","100","379","0","3","0","0","96","24","1","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","100","379","0","3","0","0","96","24","1","0","0","0"
"","","","","Fire","2019.08.05","9","45","","","","12","","","","1","9","45"
"","","නුලරඑලිය/Etnuyp","Nuwaraeliya","","","","","","","","","","","","","",""
"","6","","","","","3","11","","","","","3","","","1","1","4"
"මධයම","","","","","","","","","","","","","","","","",""
"","","ah/ Nuwara Eliya","","","","","","","","","","","","","","",""
"ප඼෈ත/kj;jpa","","","Ambagamuwa","","","25","135","","","","","25","","","","",""
