"","පැ.කි.මි.(30-40) පමණ දක්වො","පැ.කි.මි.(30-40) පමණ","විටින් විට පැ.කි.මි.(40-50)"
"සබරගමුව","","",""
"","වන තරමක තද සුළං","දක්වො වන තරමක තද සුළං","පමණ දක්වො වන තද සුළං"
"","පැ.කි.මි.(30-40) පමණ දක්වො","විටින් විට පැ.කි.මි.(40-50)","පැ.කි.මි.(40-50) පමණ දක්වො"
"බස්නොහිර","","",""
"","වන තරමක තද සුළං","පමණ දක්වො වන තද සුළං","වන තරමක තද සුළං"
"දකුණ","","",""
"","පැ.කි.මි.(30-40) පමණ දක්වො","පැ.කි.මි.(30-40) පමණ","පැ.කි.මි.(40-50) පමණ දක්වො"
"","වන තරමක තද සුළං","දක්වො වන තරමක තද සුළං","වන තරමක තද සුළං"
"ඌව","","",""
"","පැ.කි.මි.(30-40) පමණ දක්වො","පැ.කි.මි.(30-40) පමණ","පැ.කි.මි.(30-40) පමණ දක්වො"
"","වන තරමක තද සුළං","දක්වො වන තරමක තද සුළං","වන තරමක තද සුළං"
"වයඹ","","",""
"","පැ.කි.මි.(30-40) පමණ දක්වො","පැ.කි.මි.(30-40) පමණ","පැ.කි.මි.(40-50) පමණ දක්වො"
"","වන තරමක තද සුළං","දක්වො වන තරමක තද සුළං","වන තරමක තද සුළං"
"මධ්‍යම","","",""
"","පැ.කි.මි.(30-40) පමණ දක්වො","පැ.කි.මි.(30-40) පමණ","පැ.කි.මි.(30-40) පමණ දක්වො"
"","වන තරමක තද සුළං","දක්වො වන තරමක තද සුළං","වන තරමක තද සුළං"
