"3
Katuwana
`k;ghe;Njhl;il","Heavy Rain","2019.09.24","2","11","","","","","2","","","","",""
"Hambantota
Agunukolapelassa","Heavy Rain","2019.09.22","","","","","","","","","","","",""
"","","","1","3","","","","","1","","","","",""
"Thangalla","Heavy Rain","2019.09.23","5","18","","","","","5","","","","",""
"Weeraketiya","Heavy Rain","2019.09.23","2","8","","","","","2","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","31","122","0","0","0","3","25","1","0","0","0","0"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","11258","40181","2","6","1","71","3205","105","2","7","144","604"
"Mathugama","High Wind","2019.09.22","105","352","","","","1","104","1","","","",""
"","High Wind","2019.09.22","385","1578","","","","","385","","","","",""
"Kalutara","","","","","","","","","","","","","",""
"","Heavy Rain","2019.09.25","","","1","","","","","","","","",""
"","","","","","","","","","","","","","","a wall"
"Panadura","High Wind","2019.09.22","476","2084","","","","","476","3","","","",""
"Agalawatta","High Wind","2019.09.22","10","41","","","","","10","","","","",""
"Palindanuwara","High Wind","2019.09.22","22","67","","","","1","21","","","","",""
"කළුතර","","","","","","","","","","","","","",""
"Walallavita
4
fSj;Jiw","High Wind","2019.09.22","71","279","","","","","71","7","","","",""
"Kalutara
Bulathsinhala","High Wind","2019.09.22","12","41","","","","","12","","","1","5","13"
"Horana","High Wind","2019.09.22","9","33","","","","","9","","","","",""
"Ingiriya","High Wind","2019.09.22","4","15","","","","","4","","","","",""
"Beruwala","High Wind","2019.09.22","17","56","","","","","17","","","","",""
"Madurawala","High Wind","2019.09.22","2","7","","","","","2","","","","",""
"Bandaragama","High Wind","2019.09.22","77","326","","","","1","76","","","","",""
"Millaniya","High Wind","2019.09.22","15","43","","","","","15","","","","",""
"Dodangoda","High Wind","2019.09.22","11","21","","","","1","10","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1216","4943","1","0","0","4","1212","11","0","1","5","13"
"Maharagama","Flood","2019.09.24","67","258","","","","","12","","","","",""
"Thimbirigasyaya","Flood","2019.09.24","1083","4637","","","","","11","","","","",""
"Rathmalana","Heavy Rain","2019.09.24","29","115","","","","","","","","1","29","115"
"Kotte","Flood","2019.09.24","57","239","","","","","75","","","17","1001","3752"
"Seethawaka","Heavy Rain","2019.09.24","79","","","","","","79","","1","","",""
"Western","","","","","","","","","","","","","",""
"Moratuwa","Flood","2019.09.24","341","1367","","","","","4","","","","",""
"Nky; khfhzk;  
තකොළඹ","","","","","","","","","","","","","",""
"Homagama
බස෇න෈හිර ප඼෈ත
5
nfhOk;G","Heavy Rain","2019.09.24","29","105","","","","","26","","","","",""
"Colombo","Heavy Rain","2019.09.24","","","","","","","","","","","",""
"Kolonnawa","","","4945","20343","","","","1","5","","","13","2393","9983"
"Kesbewa","Heavy Rain","2019.09.24","57","236","","","","2","20","","","","",""
"Colombo","Heavy Rain","2019.09.24","2391","7024","","","","","1","","2","1","15","65"
"Dehiwala","Heavy Rain","2019.09.24","36","208","","","","","5","","2","","",""
"Kaduwela","Heavy Rain","2019.09.24","298","1151","","","","","350","","","1","8","40"
"Padukka","Heavy Rain","2019.09.24","3","3","","","","","11","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","9415","35686","0","0","0","3","599","0","5","33","3446","13955"
"Dompe","Flood","2019.09.23","29","97","","","","","9","","","5","8","28"
"Kelaniya","Flood","2019.09.23","2693","12249","","","","","5","","","7","1757","8150"
"Wattala","Flood","2019.09.24","6058","24195","","","","","66","","","25","5373","21413"
"Mahara","Flood","2019.09.24","347","1436","","","","1","8","1","","2","54","212"
"Biyagama","Flood","2019.09.24","98","330","","","","","15","","","","",""
"Gampaha","Flood","2019.09.24","68","286","","","","","9","","","2","10","45"
"ගම්පහ","","","","","","","","","","","","","",""
"6
fk;g`h 
Minuwangoda","Flood","2019.09.23","12","32","","","","","16","","","","",""
"Gampaha","","","","","","","","","","","","","",""
"Negombo","Flood","2019.09.24","1575","6325","","","","","1","","","1","18","60"
"Katana","Flood","2019.09.24","1864","7047","","","","","","","","","",""
"Ja-Ela","Flood","2019.09.24","200","782","","","","","7","","","","",""
"Attanagalla","High wind","2019.09.22","6","20","","","","","10","","","","",""
"Divulapitiya","Heavy Rain","2019.09.25","21","71","","","","","6","","","","",""
"Mirigama","High Wind","2019.09.25","","","","","","","1","1","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","12971","52870","0","0","0","1","153","2","0","42","7220","29908"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","23602","93499","1","0","0","8","1964","13","5","76","10671","43876"
