"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","270","1115","0","0","0","0","3","","0","0","","1","42","175"
"","3 කළුතර/fSj;Jiw","Bulathsinhala","Heavy Rain
2021.05.13","4","7","","","","","","","","","","","",""
"","/ Kalutara","","","","","","","","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","4","7","0","0","0","0","0","","0","0","","0","0","0"
"Western/","","","","","","","","","","","","","","","","",""
"","","Kelaniya","2021.05.14","839","3659","","","","","2","","","","","","",""
"Nky;","","","","","","","","","","","","","","","","",""
"khfhzk;බසරනා","","Aththanagalla","2021.05.13","216","948","","1","","","6","","","","","","",""
"හිර පලාත","","","","","","","","","","","","","","","","",""
"","","Waththala","2021.05.14","17","74","","","","","17","","","","","","",""
"","ගම්පහ     fk;g`h","Mahara","2021.05.13","44","182","","","","","10","","","","","","",""
"","4","","Flood","","","","","","","","","","","","","",""
"","Gampaha","Divulapitiya","2021.05.14","28","113","","","","","5","","","","","","",""
"","","Minuwangoda","2021.05.13","2","7","","","","","2","","","","","","",""
"","","Meerigama","2021.05.14","199","965","","","","","3","","","","","","",""
"","","Dompe","2021.05.14","40","171","","","","","40","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","1385","6119","0","1","0","0","85","","0","0","","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","1655","7234","0","1","0","0","88","","0","0","","1","42","175"
"","","Narammala","","84","301","","","","","","","","","","","",""
"වයඹ","කුරුනෑගල/FUdhf","","","","","","","","","","","","","","","",""
"","5","Pannala","Flood
2021.05.13","12","34","","","","","","","","","","","",""
"පලාත/tlNky;","y;/ Kurunegala","","","","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"","","Bingiriya","","9","31","","","","","","","","","","","",""
"North","","","","","","","","","","","","","","","","",""
"Western/","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","105","366","0","0","0","0","0","","0","0","","0","0","0"
