doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str	ut
lk_dmc_landslide_warnings	2025-10-05-18-00-landslide-early-warning	18-00-landslide-early-warning	2025-10-05	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_EW_Report_at_1800_hrs_on_2025__1759668924.pdf	18:00	1759667400.0
lk_dmc_landslide_warnings	2025-10-04-18-00-landslide-early-warning	18-00-landslide-early-warning	2025-10-04	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Early_Warning_at_1800hrs_on_2025__1759584763.pdf	18:00	1759581000.0
lk_dmc_landslide_warnings	2025-09-27-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-09-27	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Early_Warning_at_1600hrs_on_2025__1758972244.pdf	16:00	1758969000.0
lk_dmc_landslide_warnings	2025-09-26-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-09-26	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Early_Warning_at_1600hrs_on_2025__1758884026.pdf	16:00	1758882600.0
lk_dmc_landslide_warnings	2025-09-25-22-00-landslide-early-warning	22-00-landslide-early-warning	2025-09-25	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Early_Warning_at_2200hrs_on_2025__1758821789.pdf	22:00	1758817800.0
lk_dmc_landslide_warnings	2025-09-19-10-00-landslide-early-w-2ed2a938	10-00-landslide-early-warning-report	2025-09-19	Landslide Early Warning Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Early_Warning_at_1000hrs_on_2025__1758256897.pdf	10:00	1758256200.0
lk_dmc_landslide_warnings	2025-06-17-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-06-17	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_early_warning_at_1600hrs_on_17__1750157016.pdf	16:00	1750156200.0
lk_dmc_landslide_warnings	2025-06-16-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-06-16	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_early_warning_at_1600hrs_on_16__1750070574.pdf	16:00	1750069800.0
lk_dmc_landslide_warnings	2025-06-15-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-06-15	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_early_warning_at_1600hrs_on_15__1749983774.pdf	16:00	1749983400.0
lk_dmc_landslide_warnings	2025-06-15-08-00-landslide-early-warning	08-00-landslide-early-warning	2025-06-15	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_early_warning_at_0800hrs_on_15__1749957391.pdf	08:00	1749954600.0
