doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str	ut
lk_dmc_landslide_warnings	2026-01-10-16-00-landslide-ew-report	16-00-landslide-ew-report	2026-01-10	Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_1600hrs_on_2026__1768040183.pdf	16:00	1768041000.0
lk_dmc_landslide_warnings	2026-01-09-16-00-landslide-ew-report	16-00-landslide-ew-report	2026-01-09	Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600_hrs_on_09__1767956321.pdf	16:00	1767954600.0
lk_dmc_landslide_warnings	2026-01-09-09-00-landslide-ew-report	09-00-landslide-ew-report	2026-01-09	Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_0900hrs_on_2026__1767932551.pdf	09:00	1767929400.0
lk_dmc_landslide_warnings	2026-01-08-18-00-landslide-early-warning	18-00-landslide-early-warning	2026-01-08	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_1800hrs_on_2026__1767881916.pdf	18:00	1767875400.0
lk_dmc_landslide_warnings	2026-01-08-12-00-landslide-ew-report	12-00-landslide-ew-report	2026-01-08	Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1200hrs_on_2026__1767858108.pdf	12:00	1767853800.0
lk_dmc_landslide_warnings	2026-01-07-12-00-landslide-ew-report	12-00-landslide-ew-report	2026-01-07	Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1200hrs_on_2026__1767770574.pdf	12:00	1767767400.0
lk_dmc_landslide_warnings	2026-01-07-09-00-air-quality-status	09-00-air-quality-status	2026-01-07	Air Quality Status	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Air_Quality_Index_on_2026__1767758246.pdf	09:00	1767756600.0
lk_dmc_landslide_warnings	2026-01-06-12-00-landslide-warning	12-00-landslide-warning	2026-01-06	landslide Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1200hrs_on_2026__1767682516.pdf	12:00	1767681000.0
lk_dmc_landslide_warnings	2026-01-06-08-30-landslide-warning	08-30-landslide-warning	2026-01-06	Landslide Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_0830hrs_on_2026__1767672507.pdf	08:30	1767668400.0
lk_dmc_landslide_warnings	2026-01-05-22-45-landslide-early-warning	22-45-landslide-early-warning	2026-01-05	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_2200hrs_on_2026__1767636549.pdf	22:45	1767633300.0
lk_dmc_landslide_warnings	2026-01-05-22-00-landslide-early-warning	22-00-landslide-early-warning	2026-01-05	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_2200hrs_on_2026__1767632800.pdf	22:00	1767630600.0
lk_dmc_landslide_warnings	2025-12-23-16-00-landslide-warning	16-00-landslide-warning	2025-12-23	Landslide Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600hrs_on_2025__1766486027.pdf	16:00	1766485800.0
lk_dmc_landslide_warnings	2025-12-22-16-00-landslide-warning	16-00-landslide-warning	2025-12-22	Landslide Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600hrs_on_2025__1766401856.pdf	16:00	1766399400.0
lk_dmc_landslide_warnings	2025-12-21-16-00-landslide-ew-report	16-00-landslide-ew-report	2025-12-21	Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600hrs_on_2025__1766314521.pdf	16:00	1766313000.0
lk_dmc_landslide_warnings	2025-12-20-16-00-landslide-ew-report	16-00-landslide-ew-report	2025-12-20	Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600hrs_on_2025__1766228619.pdf	16:00	1766226600.0
