"න෉තගනහිර ප඼෈ත","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","",""
"Eastern","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","4"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","8","26","0","0","0","2","50","0","0","0","0","0"
"මු඼තිව්","","","","","","","","","","","","","",""
"11
Ky;iyj;jPT 
උතුරු ප඼෈ත","Puthukkudiyiruppu","Fire
2019.07.20","1","3","","","","1","","","","","",""
"Mulaitivu
tl khfhzk;","","","","","","","","","","","","","",""
"Northen","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","1","3","0","0","0","1","0","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","1","3","0","0","0","1","0","0","0","0","0","0"
"","Welimada","","70","288","","1","","","70","3","","","",""
"","Haldumulla","","86","258","","","","","86","","","","",""
"","Uwaparanagama","","20","87","","","","","20","","","","",""
"","බදුල්඼   gJs;is","2019.07.18/19/2","","","","","","","","","","","",""
"12","Mahiyanganaya","High Wind","82","345","","","","","82","","","","",""
"Badulla","","0","","","","","","","","","","","",""
"","Kandaketiya","","15","48","","","","","15","","","","",""
"","Ridimaliyadda","","17","75","","","","","17","","","","",""
"","Lunugala","","26","106","","","","","26","","","","",""
"ඌල","","","","","","","","","","","","","",""
"Cth khfhzk","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","316","1207","0","1","0","0","316","3","0","0","0","0"
"Uva","","","","","","","","","","","","","",""
"","Bibila","2019.07.18/20","86","396","","","","","86","","","","",""
"තමොනර෈ග඼","Thanamalwila","2019.07.18/20","4","19","","","","","4","","","","",""
"","","High Wind","","","","","","","","","","","",""
"13
nkhdwhfiy","Sewanagala","2019.07.19","2","11","","","","","2","","","","",""
"Moneragala","","","","","","","","","","","","","",""
"","Monaragala","2019.07.18","5","24","","","","","5","","","","",""
"","Badalkumbura","Lightning
2019.07.18","1","5","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","98","455","0","0","0","0","98","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","414","1662","0","1","0","0","414","3","0","0","0","0"
"","Gampaha","","8","28","","","","1","6","","","","",""
"","Katana","","17","74","","","","","17","","","","",""
"","Minuwangoda","","6","20","","","","","6","","","","",""
"ගම්පහ","Mahara","","11","44","","","","","11","","","","",""
"14
fk;g`h","Megamuwa","High Wind
2018.07.18","11","43","","","","","11","","","","",""
"Gampaha","Kalaniya","","8","30","","","","","8","","","","",""
"","Ja Ela","","6","24","","","","","6","","","","",""
"","Dompe","","5","22","","","","1","4","","","","",""
"","Wattala","","82","332","","","","","82","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","154","617","0","0","0","2","151","0","0","0","0","0"
"","Padukka","","3","9","","","","","3","","","","",""
"Western      Nky;","","","","","","","","","","","","","",""
"","Moratuwa","","69","242","","","","","68","","","","",""
"khfhzk","","","","","","","","","","","","","",""
"බස෇න෈හිර ප඼෈ත","Dehiwela","","5","21","","","","","5","","","","",""
"","Homagama","","9","29","","","","","9","","","","",""
"","","High Wind","","","","","","","","","","","",""
"","Rathmalana","","67","317","","","","","67","","","","",""
"තකොළඹ","","","","","","","","","","","","","",""
"15
nfhOk;G","Kaduwela","2019.07.18","5","25","","","","","5","","","","",""
"Colombo","","","","","","","","","","","","","",""
"","Kesbewa","","13","59","","","","","13","","","","",""
"","","","24","54","","","","","24","","","","",""
"","Thimbirigasyaya","","","","","","","","","","","","",""
"","","","0","0","","","","","2","","","","",""
"","","Tree Fallen","","","","","","","","","","","",""
"","","","0","0","","","","","1","","","","",""
"","Kolonnawa","","","","","","","","","","","","",""
"","","High Wind","54","0","","","","","54","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","249","756","0","0","0","0","251","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","403","1373","0","0","0","2","402","0","0","0","0","0"
"","තපොත඼ොන්නරුල","","","","","","","","","","","","",""
"උතුරුම෉ද ප඼෈ත  
16","Dimbulagala
nghyd;dWit","High Wind
2019.07.14","1","5","","","","","1","","","","",""
"tlkj;jpa 
Polonnaruwa","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
