"","Weather Forecast for Main Cities","","","Date :","18-Sep-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","24","90","60","Showers or thundershowers after 2.00p.m"
"Batticaloa","33","26","90","65","Showers or thundershowers after 2.00p.m"
"Colombo","29","25","95","80","Showers or thundershowers at times"
"Galle","29","25","95","80","Showers or thundershowers at times"
"Jaffna","31","26","90","70","Showers or thundershowers at times"
"Kandy","28","22","95","75","Showers or thundershowers at times"
"Nuwara-Eliya","18","15","95","85","Showers or thundershowers at times"
"Ratnapura","29","23","95","80","Showers or thundershowers at times"
"Trincomalee","33","25","90","55","Showers or thundershowers after 2.00p.m"
"Mannar","30","26","90","75","Showers or thundershowers at times"
