"Thangalle","2021.10.19","1","4","","","","","1","","","","",""
"හම්බනකතොට 
Katuwana","2021.10.18","1","4","","","","","1","","","","",""
"5
`k;ghe;Njhl;il","High Wind","","","","","","","","","","","",""
"දකුනු පලොත","","","","","","","","","","","","",""
"Weeraketiya
 Hambantota","2021.09.28/30","2","8","","","","","2","","","","",""
"njd;","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"Lunugamwehera","2021.10.19","4","17","","","","","3","","","","",""
"Southern","","","","","","","","","","","","",""
"දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","8","33","0","0","0","0","7","0","0","0","0","0"
"පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","8","33","0","0","0","0","7","0","0","0","0","0"
"මඩ ලපුව","","","","","","","","","","","","",""
"6
Porativu Pattu
kl;lf;fsg;G","High Wind
2021.10.25","2","7","","","","","2","","","","",""
"නැකගනහිර","","","","","","","","","","","","",""
"Batticaloa","","","","","","","","","","","","",""
"පලොත fpof;F","","","","","","","","","","","","",""
