"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","දිනය :     2024-07-01",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","34","25","90","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","33","27","90","60","ප්‍රධාන වශයයන් වැසි රහිත"
"යකාළඹ","31","26","95","75","වැසි ස්වල්පයක්"
"ගාල්ල","30","28","90","80","සිහින් වැසි වාර කිහිපයක්"
"යාපනය","32","28","80","70","ප්‍රධාන වශයයන් වැසි රහිත"
"මහනුවර","31","22","95","65","ප්‍රධාන වශයයන් වැසි රහිත"
"නුවරඑළිය","21","11","95","70","වැසි ස්වල්පයක්"
"රත්නපුරය","34","23","95","65","සිහින් වැසි වාර කිහිපයක්"
"ත්‍රිකුණාමලය","36","26","85","55","ප්‍රධාන වශයයන් වැසි රහිත"
"මන්නාරම","31","28","90","80","ප්‍රධාන වශයයන් වැසි රහිත"
