"දකුනු","","","","","","","","","","","","",""
"පලාත/njd;","","","","","","","","","","","","",""
"","Ambalangoda","2018.08.03
1
ගිනි ගැනීම්/jP/Fire","3","","","","","1","","","","",""
"khfhzk;/","ගාල්ල","","","","","","","","","","","",""
"15","","","","","","","","","","","","",""
"Southern/ ;","fhy      Galle","","","","","","","","","","","",""
"","Habaraduwa","2018.08.02
Electrocution","","1","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","1","3","1","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","2","3","1","0","0","0","1","0","0","0","0","0"
"මධයම","මාතනල්","","","","","","","","","","","",""
"16","Pallepola
Drowning","2018.08.04
1","1","1","","","","","","","","",""
"පලාත/","khj;jis Matale","","","","","","","","","","","",""
"kj;jpa","","","","","","","","","","","","",""
"khfhzk;/","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","1","1","1","0","0","0","0","0","0","0","0","0"
"Central","","","","","","","","","","","","",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","1","1","1","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","130268","437350","2","2","6","13","281","2","0","5","22","91"
