"Polgahwela","High Wind","2024.06.26","3","15","","","","","3","","","","",""
"Rideegama","High Wind","2024.07.06","1","5","","","","","1","","","","",""
"කුරු ෑෙල","","","","","","","","","","","","","",""
"වයඹ පලොත 
7
Alauwa
FUdhfy;","High Wind","2024.07.05","1","5","","","","","1","","","","",""
"tlNky; 
Kurunegala","","","","","","","","","","","","","",""
"khfhzk;    
Kuliyapitiya West","High Wind","2024.07.06","3","9","","","","","3","","","","",""
"North Western","","","","","","","","","","","","","",""
"Kuliyapitiya East","High Wind","2024.06.26","1","4","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","9","38","0","0","0","0","9","0","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","9","38","0","0","0","0","9","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","8372","26302","0","0","0","0","15","0","0","4","16","81"
"","","","","","ආපදො කළම ොකරණ මධ්‍යස්ත්‍රථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
