"Flood
Imaduwa","120","389","","","","1","23","","","","",""
"Habaraduwa","650","2525","","","","1","12","1","","","",""
"Akmimana","2","5","","","","","2","","","","",""
"Ambalangoda","2019.09.22
3","11","","","","1","1","","","","",""
"","","","","","","","","1","","","",""
"ග෈ල්඼","","","","","","","","","","","",""
"Yakkalamulla","10","17","","","","2","8","","","","",""
"1
fhyp","","","","","","","","","","","",""
"Flash Flood
Baddegama","56","210","1","1","","4","13","8","","","",""
"Galle","","","","","","","","","","","",""
"Walivita Divithura","3","10","","","","","3","","","","",""
"Bope poddala","2","4","","","","","4","","","","",""
"","2019.09.23","","","","","","","","","","",""
"Gonapinuwala","7","28","","","","","","","","","",""
"Kadawath Sathara","533","2000","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","1386","5199","1","1","0","9","66","10","0","0","0","0"
"Kirinda","5","20","","","","","5","","","","",""
"දකුනු ප඼෈ත","","","","","","","","","","","",""
"Dikwella
njd; khfhzk;","3","9","","","","","3","","","","",""
"Southern
Thihagoda","5","22","","","","","5","","","","",""
"Welipitiya","16","38","","","","","16","","","","",""
"Divinuwara","2","","","","","","2","","","","",""
"Hakmana","14","65","","","","","14","","","","",""
"ම෈තර","","","","","","","","","","","",""
"Mathara
2
Flash Flood
khj;jiw","11
2019.09.22","42","","","","","11","","","","",""
"Matara
Athuraliya","1","5","","","","","1","","","","",""
"Kaburupitiya","11","41","","","","2","9","","","","",""
"Malimbada","8","41","","","","1","7","","","","",""
"Pitabeddara","5","22","","","","","5","","","","",""
"Kotapola","1","4","","","","","1","","","","",""
"Akuressa","7","31","","","","","7","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","89","340","0","0","0","3","86","0","0","0","0","0"
