"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 28th September 2025 at 0900hrs","","","","","","","","","","","","","",""
"","","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","බලපෑමට ලක්වු","","","","","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd miktplk;","",""
"","","","","","","","","","Nrjkile;j tPLfs;","","","","","",""
"","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","Other Damages","","","Safe Location","",""
"","","","","","","","තුවාලවු","","Houses Damaged","","","","","",""
"","","","","ආරම්භක දිනය","","","","","","","","","","",""
"","","","","","","","පුද්ගලයින්","අතුරුදහන්වූ","","","","","","",""
"","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","කුඩා හා මධය","","","","","ලවනත් කරුණු"
"","","","ආපදාව","","","","","","","","ඉතා වැදගත් යටිතල","ආරක්ිත","","",""
"පළාත khfhzk;","","","Muk;gpj;j","","","kuzq;f","fhaki","fhzhky;","","පරිමාණ වයාපාරික","","","","","NtW"
"#","","","mdHj;jk","","","","","","","","පහසුකම් වලට වූ","ස්ත්‍
රථාන","","",""
"Province","","","jpfjp","","","s;","le;NjhH","NghNdhH","අර්ධ හානි","ස්ත්‍
රථාන சிறிய,","","","","","Fwpg;Gf;fs;"
"","දිස්ත්‍රික්කය","ප්‍රා.ලේ. ලකා","Disaster","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","Missing","පූර්ණ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Remarks"
"","","","Date of","","","","","","gFjpas","","","","","",""
"","மாவட்டம்","gpuNjr nra.gp","","FLk;gq;fs;","egHfs;","","Injured","People","KOik","நிறுவனங் களி","fl;likg;Gf;fs;","vz;zpf;if","FLk;gq;fs;","egHfs;",""
"","","","","","","","","","T","","","","","",""
"","","","commenced","Families","People","","","","Fully","ன
்  சேதங் கள்","Damages to","No. of","Families","Persons",""
"","District","DS Division","","","","","People","","Partially","Small, Medium,","","","","",""
"","","","","","","","","","","","critical","Safety","","",""
"","","","","","","","","","","Enterprises","","Locations","","",""
"","","","","","","","","","","","Infrastructure","","","",""
"","","","","","","","","","","Damages","","","","",""
"","ත්‍රීකුණාමලය","Town & Gravets","High Wind
2025.09.26","1","2","","","","1","","","","","",""
"1","jp.kiy","","","","","","","","","","","","","",""
"නැවෙනහිර පලාත","","","","","","","","","","","","","","",""
"","Trincomalee","Seruwila","High Wind
2025.09.26","1","3","","","","1","","","","","",""
"fpof;F khfhzk;","","","","","","","","","","","","","","",""
"Eastern","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","2","5","0","0","0","0
2","0","0","0","0","0",""
"","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","2","5","0","0","0","0
2","0","0","0","0","0",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","2","5","0","0","0","0
2","0","0","0","0","0",""
