"Imbulpe","","","8","36","","","","","8","","","","",""
"Kalthota","","","1","1","","","","","1","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","470","1770","0","3","0","3","237","0","0","1","9","35"
"","Lightning","","1","3","","","","","1","","","","",""
"","","2023.10.14","","","","","","","","","","","",""
"Aranayaka","Cutting Faliure","","1","7","","","","","1","","","","",""
"කෑගල්ල","","","","","","","","","","","","","",""
"Nffhiy    
2","Heavy Rain","2023.10.15","1","5","","","","","1","","","","",""
"Kegalle","","","","","","","","","","","","","",""
"","Heavy Rain","","1","1","","","","","1","","","","",""
"Mawanella","","2023.10.16","","","","","","","","","","","",""
"","Tree Fallen","","1","5","","","","","1","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","5","21","0","0","0","0","5","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","475","1791","0","3","0","3","242","0","0","1","9","35"
"","","","","","","","","","","","","","","Ganesha Tamil"
"","Land Slide Risk","2023.10.14","241","914","","","","","","","","3","121","School,Kotabakma & 
435"
"","","","","","","","","","","","","","","Mahakanda"
"Haldumulla","Cutting Faliure","2023.10.12","1","7","","","","","1","","","","",""
"","Heavy Rain","2023.10.13-14","5","13","","","","","1","1","","","",""
"","Drowning","2023.10.13","1","1","1","","","","","","","","",""
"","Heavy Rain","2023.10.10-14","4","12","","","","","3","","","","",""
"","Flood","2023.10.13","15","63","","","","","","","","","",""
"Badulla","","","","","","","","","","","","","",""
"","Cutting Faliure","2023.10.13-14","2","7","","","","","2","","","","",""
"","Heay Rain/ Wind","2023.10.14","1","2","","","","","1","","","","",""
"Welimada","Heay Rain/ Wind","2023.10.11","1","4","","","","","1","","","","",""
"","Cutting Faliure","2023.10.13-14","4","22","","","","","4","","","","",""
"බදුල්ල","Heay Rain/ Wind","2023.10.12","2","9","","","","","2","","","","",""
"Hali Ela
3
gJs;is","","","","","","","","","","","","","",""
"","Rock Fallen","2023.10.14","1","5","","","","","1","","","","",""
"Badulla","","","","","","","","","","","","","",""
"","Heavy Rain","2023.10.14","2","7","","","","","2","","","","",""
