"","Weather Forecast for Main Cities","","","",""
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","23","95","60","Mainly fair"
"Batticaloa","30","25","95","75","A few showers"
"Colombo","32","25","90","70","Showers or thundershowers are likely after 2.00p.m"
"Galle","30","25","90","80","Showers or thundershowers are likely after 2.00p.m"
"Jaffna","31","24","95","70","Mainly fair"
"Kandy","30","20","95","60","Mainly fair"
"Nuwara-Eliya","21","13","95","60","Showers or thundershowers are likely after 2.00p.m"
"Ratnapura","33","24","95","60","Showers or thundershowers are likely after 2.00p.m"
"Trincomalee","30","24","95","70","A few showers"
"Mannar","31","26","90","70","Showers or thundershowers are likely after 2.00p.m"
