"Nattandiya","2019.08.30","5","15","","","","","","2","","","",""
"පුත්ත඼ම","","","","","","","","","","","","",""
"Mahakubukkadawala
9
High Wind
ලයඹ ප඼෈ත","2019.08.31","41","119","","2","","","30","16","","","",""
"Gj;jsk;","","","","","","","","","","","","",""
"tlNky; 
Puttalam","","","","","","","","","","","","",""
"Arachchikattuwa
khfhzk;","2019.09.01","1","2","","","","","1","","","","",""
"North Western","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුල khtl;l $l;Lj;njhif District Total","","47","136","0","2","0","0","31","18","0","0","0","0"
"දිස්ත්‍රික් එකතුල khtl;l $l;Lj;njhif District Total","","47","136","0","2","0","0","31","18","0","0","0","0"
"ය෈පනය","","","","","","","","","","","","",""
"10
Sandilipay
Wind
aho;g;ghzk;","2019.09.05","9","37","","","","","9","","","","",""
"උතුරු ප඼෈ත","","","","","","","","","","","","",""
"Jaffna","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","",""
". දි
Northen","","9","37","0","0","0","0","9","0","0","0","0","0"
"ස්ත්‍රික් එකතුල khtl;l $l;Lj;njhif District Total","","9","37","0","0","0","0","9","0","0","0","0","0"
"මුළු එකතුල   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","376","1458","1","4","0","21","162","21","0","13","129","538"
"","","","","ර෈ජක෈රි භ෈ර නිළධ෈රි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
