"දැඩි සුලග සහ දැඩි","","","","","","","","","","","","",""
"Yakkalamulla","","1","5","","","","","1","","","","",""
"වර්ෂාව/fLk;","","","","","","","","","","","","",""
"Nagoda
kioAk; 
ගාේල","","8","10","","","","1","7","","","","",""
"12
දකුනු","2018.06.09","","","","","","","","","","","",""
"fhw;Wk;/Heavy 
fhyp      Galle","","","","","","","","","","","","",""
"Niyagama
පලාත/njd;","","1","4","","1","","1","","","","","",""
"Rain and High","","","","","","","","","","","","",""
"khfhzk;/ 
Ambalangoda","","3","9","","","","","2","","","","",""
"Wind","","","","","","","","","","","","",""
"Southern","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","13","28","0","1","0","2","10","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","13","28","0","1","0","2","10","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","57690","204481","0","6","3","20","2428","6","1","12","85","249"
"","","","","රාජ ාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
