"","","Kalawana","Lightning","2019.10.21","2","7","","1","","","2","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","",""
"","","Ayagama","Heavy Rain","2019.10.26","1","2","","","","","1","","","","",""
"","3
,uj;jpdGhp","","","","","","","","","","","","","","",""
"","","Kolonna","Rock Fallen","2019.10.19","7","29","","","","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","",""
"","","Opanayaka","Heavy Rain","2019.10.24","22","83","","","","3","19","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","32","121","0","1","0","3","22","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","69","260","0","1","0","4","40","7","0","0","0","0"
"","බදුල්ල","Badulla","","2019.10.20","8","31","","","","","8","","","","",""
"","","","Heavy Rain","","","","","","","","","","","","",""
"","4
gJs;is","Soranathota","","2019.10.25","1","5","","","","","1","","","","",""
"","Badulla","Uva Paranagama","Landslide Risk","2019.10.29","8","41","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","17","77","0","0","0","0","9","0","0","0","0","0"
"","","Monaragala","","","12","46","","","","","12","","","","",""
"","","Siyambalanduwa","","","7","25","","","","","7","","","","",""
"","","Badalkumbura","","","18","69","","","","","18","","","","",""
"ඌව","","","","","","","","","","","","","","","",""
"Cth khfhzk","මමානරාගල","Medagama","","","8","30","","","","","8","","","","",""
"","","","High wind / Flash","2019.10.26-30","","","","","","","","","","","",""
"Uva","5
nkhdwhfiy","Buttala","","","4","17","","","","","4","","","","",""
"","","","Flood","","","","","","","","","","","","",""
"","Moneragala","Wallawaya","","","11","48","","","","","11","","","","",""
"","","Madulla","","","3","13","","","","","3","","","","",""
"","","Thanamalwila","","","4","17","","","","","4","","","","",""
"","","Kataragama","","2019.10.29","68","242","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","135","507","0","0","0","0","67","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","152","584","0","0","0","0","76","0","0","0","0","0"
"","","Wanathawilluwa","Flash Flood","2019.10.21","200","762","","","","","23","","","","",""
"","","Wennappuwa","Flash Flood","2019.10.15","475","1627","","","","","1","1","","1","40","135"
"","පුත්තලම","","","","","","","","","","","","","","",""
"","","Anamaduwa","Rain / Lightning","2019.10.21","8","34","","","","","7","","","","",""
