"tl khfhzk;","","","","","","","","","","","","","","","","","","",""
"Northen","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1","5","0","0","0","0","1","","0","","0","0","0","0"
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","1","5","0","0","0","0","1","","0","","0","0","0","0"
"","","","Dodangoda","","","1","7","","","","","1","","","","","","",""
"","","","Ingiriya","","2022.10.13","3","14","","","","","","","","","","","",""
"","","කළුතර  fSj;Jiw","","","","","","","","","","","","","","","","",""
"","5","","Horana","Heavy Rain","","1","4","","","","","1","","","","","","",""
"","","Kalutara","","","","","","","","","","","","","","","","",""
"","","","Millaniya","","","6","21","","","","","","","","","","","",""
"","","","","","2022.10.13/14","","","","","","","","","","","","","",""
"","","","Mathugama","","","74","291","","","","","45","","6","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","85","337","0","0","0","0","47","","6","","0","0","0","0"
"","","","Kelaniya","Flood","2022.10.14","1857","8448","","","","","","","","","","","",""
"","","","Mahara","Flood","2022.10.14","188","778","","","","","3","","","","","","",""
"","","","Katana","Flood","2022.10.14","294","1152","","","","2","2","","","","","","",""
"","","","Ja-Ela","Flood & Heavy Rain","2022.10.14","306","1242","","","","","","","","","","","",""
"","","ගම්පහ        fk;g`h","","","","","","","","","","","","","","","","",""
"Western","6","","Dompe","Lightning / Tree Fallen","2022.10.13","8","38","","","","","2","","","","","1","6","28 Lenagampala Temple"
"","","Gampaha","","","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","","","",""
"","","","Gampaha","Flood","2022.10.14","227","920","","","","","2","","","","","","",""
"බස්ත්‍ර ොහිර පලොත","","","","","","","","","","","","","","","","","","",""
"","","","Wattala","Flood","2022.10.14","1719","6987","","","","","","","","","","","",""
"","","","Biyagama","Heavy Rain","2022.10.13","1","6","","","","","1","","","","","","",""
"","","","Miniwangoda","Flood & Heavy Rain","2022.10.14","8","14","","","","","2","","2","","","","",""
